text,sense,label,ind,new_label
"the thermometer marked -12 degrees centigrade , and a fresh breeze left a sharp nip in the air . ice floes were increasing over the open water . the sea was starting to congeal everywhere . numerous blackish patches were spreading over its surface , announcing the imminent formation of fresh ice . obviously this southernmost basin froze over during its six - month winter and became utterly inaccessible . what happened to the whales during this period ? no doubt they went beneath the ice bank to find more feasible seas . as for seals and walruses , they were accustomed to living in the harshest climates and stayed on in these icy waterways . these animals know by instinct how to gouge holes in the ice fields and keep them continually open ; they go to these holes to breathe . once the birds have migrated northward to escape the cold , these marine mammals remain as sole lords of the polar continent .","('mark', 'marquer', 'marcar')",0,2,0
""" but the thermometer marks fifty - eight degrees ! "" observed gideon spilett .","('mark', 'marque', 'marcar')",1,4,1
"an hour after , the henrietta passed the lighthouse which marks the entrance of the hudson , turned the point of sandy hook , and put to sea . during the day she skirted long island , passed fire island , and directed her course rapidly eastward .","('mark', 'marque', 'marcar')",1,10,1
"no animal had fallen into them , and yet the footprints in the neighborhood were very numerous , among others , certain very clear marks of claws .","('mark', 'marque', 'marcar')",1,24,1
"according to the engineer 's calculation , the mercurial column of a fahrenheit thermometer would not have marked less than eight degrees below zero , and this intense cold , rendered still more painful by a sharp gale , lasted for several days .","('mark', 'marquer', 'marcar')",0,17,0
for some while the voyage of the abraham lincoln was marked by no incident . but one circumstance arose that displayed ned land 's marvelous skills and showed just how much confidence we could place in him .,"('mark', 'marquer', 'marcar')",0,10,0
he carefully marked the place with a little stick .,"('mark', 'marquer', 'marcar')",0,2,0
"the liquid column had indeed disappeared , to give place to dense and still boiling eruptive matter of all kinds . the temperature was becoming unbearable . a thermometer exposed to this atmosphere would have marked 150 ° . the perspiration streamed from my body . but for the rapidity of our ascent we should have been suffocated .","('mark', 'marquer', 'marcar')",0,35,0
"the engineer did so . the pressure gauge marked ten atmospheres . but no doubt the cetacean itself had "" warmed up , "" because without the least trouble , it also did 19.3 .","('mark', 'marquer', 'marcar')",0,8,0
"and passepartout 's famous family watch , which had always kept london time , would have betrayed this fact , if it had marked the days as well as the hours and the minutes !","('mark', 'marquer', 'marcar')",0,23,0
"the reporter held his chronometer in his hand , ready to tell the hour which it marked when the shadow would be at its shortest .","('mark', 'marquer', 'marcar')",0,16,0
"_ note_.—i soon neglected my keeping sundays ; for , omitting my mark for them on my post , i forgot which was which .","('mark', 'marque', 'marcar')",1,12,1
""" has been in the habit of carrying this stick behind his master . being a heavy stick the dog has held it tightly by the middle , and the marks of his teeth are very plainly visible . the dog 's jaw , as shown in the space between these marks , is too broad in my opinion for a terrier and not broad enough for a mastiff . it may have been -- yes , by jove , it is a curly - haired spaniel . ""","('mark', 'marque', 'marcar')",1,51,1
"the temperature was fairly low . exposed to the outside air , the thermometer marked -2 degrees to -3 degrees centigrade . but we were warmly dressed in furs , for which seals and aquatic bears had paid the price . evenly heated by all its electric equipment , the nautilus 's interior defied the most intense cold . moreover , to find a bearable temperature , the ship had only to sink just a few meters beneath the waves .","('mark', 'marquer', 'marcar')",0,14,0
"we walked upon granite mingled with siliceous tufa . the soil shivers and shakes under our feet , like the sides of an overheated boiler filled with steam struggling to get loose . we come in sight of a small central basin , out of which the geyser springs . i plunge a register thermometer into the boiling water . it marks an intense heat of 325 ° , which is far above the boiling point ; therefore this water issues from an ardent furnace , which is not at all in harmony with professor liedenbrock 's theories . i can not help making the remark .","('mark', 'marque', 'marcar')",1,61,1
"however , the temperature was not as yet much lower , and a centigrade thermometer , transported to lincoln island , would still have marked an average of ten to twelve degrees above zero .","('mark', 'marquer', 'marcar')",0,24,0
"i rushed up onto the platform . yes , open sea ! barely a few sparse floes , some moving icebergs ; a sea stretching into the distance ; hosts of birds in the air and myriads of fish under the waters , which varied from intense blue to olive green depending on the depth . the thermometer marked 3 degrees centigrade . it was as if a comparative springtime had been locked up behind that ice bank , whose distant masses were outlined on the northern horizon .","('mark', 'marquer', 'marcar')",0,58,0
""" but is n't there any mark or direction on these instruments , tools , or books , which would tell us something about them ? "" asked gideon spilett .","('mark', 'marque', 'marcar')",1,6,1
"great criminals bear about them a kind of predestination which makes them surmount all obstacles , which makes them escape all dangers , up to the moment which a wearied providence has marked as the rock of their impious fortunes .","('mark', 'marquer', 'marcar')",0,32,0
""" a woman of mark ! "" said porthos , with his loud laugh .","('mark', 'marque', 'marcar')",1,4,1
"the next day , march 20 , it stopped snowing . the cold was a little more brisk . the thermometer marked -2 degrees centigrade . the mist had cleared , and on that day i hoped our noon sights could be accomplished .","('mark', 'marquer', 'marcar')",0,21,0
