text,sense,label,ind,new_label
"i laid my hand on the back of a chair for support : i shook , i feared -- but i resolved .","('chair', 'chaise', 'silla')",0,9,0
"the two musketeers , who loved their ease , brought a chair for each of themselves and one for athos .","('chair', 'chaise', 'silla')",0,11,0
"you are not perhaps aware , "" he continued , edging his chair a little nearer the table , and speaking low , "" that there was a lady -- a -- a lunatic , kept in the house ? ""","('chair', 'chaise', 'silla')",0,12,0
"on a chair by the bedside were all my own things , clean and dry .","('chair', 'chaise', 'silla')",0,2,0
"milady had sunk into a chair , with her hands extended , as if to conjure this terrible apparition . perceiving her brother - in - law , she uttered a terrible cry .","('chair', 'chaise', 'silla')",0,5,0
"this noise acted upon her joy like the storm which awakens the sleeper in the midst of a happy dream ; she grew pale and ran to the window , while mme . bonacieux , rising all in a tremble , supported herself upon her chair to avoid falling .","('chair', 'chaise', 'silla')",0,45,0
"it is true that the three others had endeavored to knock the young man down with chairs , stools , and crockery ; but two or three scratches made by the gascon ’s blade terrified them .","('chair', 'chaise', 'silla')",0,16,0
""" a positive feast ! "" cried m. coquenard , turning about in his chair , "" a real feast , epulce epulorum . lucullus dines with lucullus . ""","('chair', 'chaise', 'silla')",0,14,0
"athos then arose from his chair , girded on his sword , enveloped himself in his cloak , and left the hotel . it was nearly ten o’clock . at ten o’clock in the evening , it is well known , the streets in provincial towns are very little frequented .","('chair', 'chaise', 'silla')",0,5,0
""" well , now let us talk a little seriously , "" said milady , in her turn drawing her armchair nearer to d’artagnan ’s chair .","('chair', 'chaise', 'silla')",0,25,0
"two guards attended the mercer who made him traverse a court and enter a corridor in which were three sentinels , opened a door and pushed him unceremoniously into a low room , where the only furniture was a table , a chair , and a commissary .","('chair', 'chaise', 'silla')",0,42,0
"the commissary was seated in the chair , and was writing at the table .","('chair', 'chaise', 'silla')",0,6,0
"there was no want of wood , cut up into planks , in the storeroom , and little by little they completed their furnishing ; constructing the most solid of tables and chairs , for material was not spared .","('chair', 'chaise', 'silla')",0,32,0
"and the cardinal pointed with his finger to a chair for the young man , who was so astonished at what was passing that he awaited a second sign from his interlocutor before he obeyed .","('chair', 'chaise', 'silla')",0,9,0
""" my faith , gentlemen , "" said porthos , turning round upon his chair and twisting his mustache , "" that ’s a fair bet , i hope . ""","('chair', 'chaise', 'silla')",0,14,0
"seeing me , she roused herself : she made a sort of effort to smile , and framed a few words of congratulation ; but the smile expired , and the sentence was abandoned unfinished . she put up her spectacles , shut the bible , and pushed her chair back from the table .","('chair', 'chaise', 'silla')",0,49,0
"the tall and phlegmatic lord ingram leans with folded arms on the chair - back of the little and lively amy eshton ; she glances up at him , and chatters like a wren : she likes him better than she does mr . rochester .","('chair', 'chaise', 'silla')",0,12,0
"and indeed my head swam : i dropped , but a chair received me .","('chair', 'chaise', 'silla')",0,11,0
"miss ingram took a book , leant back in her chair , and so declined further conversation .","('chair', 'chaise', 'silla')",0,10,0
a neighbour or two came in ; my chair was evidently wanted . i took leave .,"('chair', 'chaise', 'silla')",0,8,0
