text,ind,sense,label
""" my dear fellow , she tried to found a salon , and only succeeded in opening a restaurant . how could i admire her ? but tell me , what did she say about mr . dorian gray ? """,3,"('fellow', 'ami', 'amigar')",0
""" then get your revolver and put on your boots . the sooner we start the better , as the fellow may put out his light and be off . """,20,"('fellow', 'individu', 'individuo')",1
"i think these fellows will never come . """,3,"('fellow', 'flâneur', 'trotacalles')",2
""" my dear fellow , i congratulate you most warmly , "" he said . "" it is the finest portrait of modern times . mr . gray , come over and look at yourself . """,3,"('fellow', 'ami', 'amigar')",0
""" a man rather feels the presence of these fellows , consul , than recognises them . you must have a scent for them , and a scent is like a sixth sense which combines hearing , seeing , and smelling . i 've arrested more than one of these gentlemen in my time , and , if my thief is on board , i 'll answer for it ; he 'll not slip through my fingers . """,9,"('fellow', 'gens', 'gente')",3
""" it suggests -- halloa , my dear fellow , what on earth is the matter ? """,8,"('fellow', 'ami', 'amigar')",0
"first of all , the worthy fellow had gone up to his room , and had extinguished the gas burner , which had been burning for eighty days . he had found in the letter - box a bill from the gas company , and he thought it more than time to put a stop to this expense , which he had been doomed to bear .",6,"('fellow', 'garçon', 'muchacho')",4
"and the worthy fellow returned the watch to its fob with a defiant gesture . after a few minutes silence , fix resumed : "" you left london hastily , then ? """,3,"('fellow', 'garçon', 'muchacho')",4
""" certes , these fellows will all either be imprisoned or hanged , "" thought the terrified d’artagnan , "" and i , no doubt , with them ; for from the moment i have either listened to or heard them , i shall be held as an accomplice .",4,"('fellow', 'gens', 'gente')",3
""" the mistress of that fellow d’artagnan ? """,5,"('fellow', 'petit', 'pequeño')",5
""" i would say , my dear fellow , that you were posing for a character that does n't suit you . all crime is vulgar , just as all vulgarity is crime . it is not in you , dorian , to commit a murder . i am sorry if i hurt your vanity by saying so , but i assure you it is true . crime belongs exclusively to the lower orders . i do n't blame them in the smallest degree . i should fancy that crime was to them what art is to us , simply a method of procuring extraordinary sensations . """,7,"('fellow', 'ami', 'amigar')",0
