text,ind,sense,label
"then my dear monsieur bonacieux has not suspected me a single instant ? """,11,"('instant', 'instant', 'instante')",0
"at this instant the river of lava , after having broken a passage through the noble trees it devoured in its course , reached the borders of the lake .",2,"('instant', 'moment', 'momento')",1
"i went to him and told him all ; he knew me , that man did , and did not doubt an instant .",22,"('instant', 'instant', 'instante')",0
"the engineer , leaving ayrton for an instant , came out ready to fire .",7,"('instant', 'instant', 'instante')",0
"phileas fogg gazed at the tempestuous sea , which seemed to be struggling especially to delay him , with his habitual tranquillity . he never changed countenance for an instant , though a delay of twenty hours , by making him too late for the yokohama boat , would almost inevitably cause the loss of the wager . but this man of nerve manifested neither impatience nor annoyance ; it seemed as if the storm were a part of his programme , and had been foreseen . aouda was amazed to find him as calm as he had been from the first time she saw him .",29,"('instant', 'instant', 'instante')",0
"dreadful to hear , captain nemo was even more dreadful to see . his face was pale from some spasm of his heart , which must have stopped beating for an instant . his pupils were hideously contracted . his voice was no longer speaking , it was bellowing . bending from the waist , he shook the canadian by the shoulders .",31,"('instant', 'instant', 'instante')",0
at that instant he felt himself ready to reveal all .,2,"('instant', 'moment', 'momento')",1
"mme . de chevreuse and mme . de bernet were exiled , and laporte did not conceal from his mistress that he expected to be arrested every instant .",27,"('instant', 'instant', 'momento')",2
"an instant afterward the three young men separated , agreeing to meet again at four o’clock with athos , and leaving planchet to guard the house .",1,"('instant', 'instant', 'instante')",0
"the officer conversed a few instants with the captain , gave him several papers , of which he was the bearer , to read , and upon the order of the merchant captain the whole crew of the vessel , both passengers and sailors , were called upon deck .",5,"('instant', 'instant', 'instante')",0
"the abbess looked at her for an instant with uneasiness , as if a fresh thought suggested itself to her mind .",7,"('instant', 'instant', 'instante')",0
""" one instant , jane .",2,"('instant', 'instant', 'instante')",0
"then , collecting all her strength , she took the head of the young man between her hands , looked at him for an instant as if her whole soul passed into that look , and with a sobbing cry pressed her lips to his .",24,"('instant', 'instant', 'instante')",0
"but after being suspended for an instant aloft , the balloon began to redescend , the gas escaping by the rent which it was impossible to repair .",6,"('instant', 'instant', 'instante')",0
the monks had no longer an instant of repose .,6,"('instant', 'instant', 'instante')",0
""" oh , as to his name , i know nothing about it ; but if i were ever to meet him , i should recognize him in an instant , i will answer for it , were he among a thousand persons . """,29,"('instant', 'instant', 'instante')",0
"an instant afterward , the white flag was floating over the heads of the four friends . a thunder of applause saluted its appearance ; half the camp was at the barrier .",1,"('instant', 'instant', 'instante')",0
""" what ! "" cried the frenchman . "" has monsieur fogg dared -- fifty - five thousand pounds ! well , there 's all the more reason for not losing an instant , "" he continued , getting up hastily .",32,"('instant', 'instant', 'momento')",2
"the balloon , relieved of their weight , was taken by the wind , and like a wounded bird which revives for an instant , disappeared into space .",23,"('instant', 'instant', 'instante')",0
athos reflected for an instant .,4,"('instant', 'instant', 'instante')",0
"i estimate -- but perhaps i 'm mistaken -- that the nautilus 's haphazard course continued for fifteen or twenty days , and i 'm not sure how long this would have gone on without the catastrophe that ended our voyage . as for captain nemo , he was no longer in the picture . as for his chief officer , the same applied . not one crewman was visible for a single instant . the nautilus cruised beneath the waters almost continuously . when it rose briefly to the surface to renew our air , the hatches opened and closed as if automated . no more positions were reported on the world map . i did n't know where we were .",73,"('instant', 'instant', 'instante')",0
"courtiers , becoming every instant more numerous , succeeded one another , day and night , in the little house of the bridge of la pierre , in which the cardinal had established his residence .",4,"('instant', 'instant', 'instante')",0
""" it was an enemy 's frigate , "" exclaimed captain nemo , transformed for an instant into the prince dakkar , "" an enemy 's frigate !",16,"('instant', 'instant', 'instante')",0
"in an instant all the strength of mind of this creature , though drawn from the most vigorous sources , abandoned her ; she sank into a large easy chair , with her arms crossed , her head lowered , and expecting every instant to see a judge enter to interrogate her .",2,"('instant', 'instant', 'instante')",0
"in an instant all the strength of mind of this creature , though drawn from the most vigorous sources , abandoned her ; she sank into a large easy chair , with her arms crossed , her head lowered , and expecting every instant to see a judge enter to interrogate her .",43,"('instant', 'instant', 'instante')",0
"if cyrus harding , gideon spilett , herbert , pencroft , neb , and ayrton had survived , it was because , assembled under their tent , they had been hurled into the sea at the instant when the fragments of the island rained down on every side .",36,"('instant', 'moment', 'momento')",1
