text,ind,sense,label
"treville , "" added the king , in a low voice , as the others were retiring , "" as you have no room in the musketeers , and as we have besides decided that a novitiate is necessary before entering that corps , place this young man in the company of the guards of monsieur dessessart , your brother - in - law .",33,"('decide', 'décider', 'decidir')",0
""" no one could have known . we only decided after i met dr . mortimer . """,9,"('decide', 'décider', 'decidir')",0
"cyrus harding , after mature consideration , decided to manufacture a very simple battery , resembling as nearly as possible that invented by becquerel in 1820 , and in which zinc only is employed .",7,"('decide', 'résoudre', 'decidir')",1
"he decided , then , to tell all .",1,"('decide', 'décider', 'decidir')",0
""" well , monsieur fix , "" said passepartout , "" have you decided to go with us so far as america ? """,13,"('decide', 'décider', 'decidir')",0
"the voyage was continued , and as the mercy appeared to flow not towards the shore , but rather towards mount franklin , it was decided that they should use the boat as long as there was enough water under its keel to float it .",25,"('decide', 'décider', 'convenir')",2
""" this convoy was supposed to put into cadiz , but after learning that the english fleet lay across those waterways , the admiral decided to make for a french port .",24,"('decide', 'résoudre', 'decidir')",1
"it was decided that the castaway , or rather the stranger as he was thenceforth termed by his companions , should live in one of the rooms of granite house , from which , however , he could not escape .",2,"('decide', 'décider', 'decidir')",0
"also , neb and pencroft having gone to examine into the state of things at port balloon , and reported that the stock of cloth would suffer no damage in the grotto where it was stored , it was decided that the work at prospect heights should not be discontinued .",39,"('decide', 'décider', 'decidir')",0
"he felt that the time had really come for making his choice . or had his choice already been made ? yes , life had decided that for him -- life , and his own infinite curiosity about life . eternal youth , infinite passion , pleasures subtle and secret , wild joys and wilder sins -- he was to have all these things . the portrait was to bear the burden of his shame : that was all .",25,"('decide', 'décider', 'decidir')",0
"it was decided that for a few days they should be allowed to roam freely about the plateau , where there was an abundance of grass , and the engineer immediately began to prepare a stable near the poultry - yard , in which the onagers might find food , with a good litter , and shelter during the night .",2,"('decide', 'décider', 'convenir')",2
""" i have heard monsieur d’artagnan spoken of as a very brave young man , "" said the citizen ; "" and this reputation which he justly enjoys had decided me to confide a secret to him . """,29,"('decide', 'décider', 'decidir')",0
"it was decided that he should spend two days there , and return to granite house after having liberally supplied the stables .",2,"('decide', 'décider', 'decidir')",0
"this short interval was sufficient to determine d’artagnan on the part he was to take . it was one of those events which decide the life of a man ; it was a choice between the king and the cardinal -- the choice made , it must be persisted in .",23,"('decide', 'décider', 'decidir')",0
"it had been decided that a corral should be established near the sources of the red creek , at the foot of mount franklin , destined to contain the ruminants , whose presence would have been troublesome at granite house , and especially for the musmons , who were to supply the wool for the settlers ' winter garments .",3,"('decide', 'décider', 'decidir')",0
""" come , gentlemen , have you decided ? "" cried jussac for the third time .",7,"('decide', 'décider', 'decidir')",0
"captain nemo decided to take his nautilus down to the lowest depths in order to double - check these different soundings . i got ready to record the results of this experiment . the panels in the lounge opened , and maneuvers began for reaching those strata so prodigiously far removed .",2,"('decide', 'résoudre', 'decidir')",1
"the torches were now almost consumed , and as they were obliged to return by the passage to reach the summit of the plateau , it was decided to put off the work necessary for the arrangement of their new dwelling till the next day .",27,"('decide', 'décider', 'decidir')",0
"in fact , two days had already passed since his departure , and it had been decided that on the evening of the 10th or at the latest the morning of the 11th , he should return .",16,"('decide', 'décider', 'decidir')",0
it was immediately decided that granite house should not be left alone and that neb should remain there .,3,"('decide', 'décider', 'decidir')",0
"after the earthquake , which had destroyed three - fourths of the city of lisbon , the sages of that country could think of no means more effectual to preserve the kingdom from utter ruin than to entertain the people with an auto - da - fe , it having been decided by the university of coimbra , that the burning of a few people alive by a slow fire , and with great ceremony , is an infallible preventive of earthquakes .",51,"('decide', 'décider', 'decidir')",0
commander farragut then decided to use more direct methods .,3,"('decide', 'décider', 'decidir')",0
"cyrus harding could have utilized the second fall which flowed into the mercy to establish his motive power , the first being already occupied with moving the felting mill , but , after some consultation , it was decided that a simple windmill should be built on prospect heights .",38,"('decide', 'décider', 'decidir')",0
"it was decided , therefore , that they would winter at lincoln island , and that they would look for a more comfortable dwelling than the chimneys , in which to pass the winter months .",2,"('decide', 'décider', 'decidir')",0
"it was , therefore , decided that the expedition should be carried through the far west , so as to include all that region situated on the right of the mercy .",5,"('decide', 'décider', 'decidir')",0
""" could you decide now ? "" asked the missionary .",3,"('decide', 'décider', 'decidir')",0
"and , on this reply , it was decided that a vessel should be constructed in time to be launched towards the month of next october , on the return of the fine season .",8,"('decide', 'décider', 'convenir')",2
"although she cried freely before deciding to transmit the letter to her mistress , she did at last so decide , which was all d’artagnan wished .",19,"('decide', 'décider', 'decidir')",0
