text,ind,sense,label
"in less than an hour he could clear it , and it might be hoped that where neither cyrus harding nor the reporter could have ventured without danger , top , running among the grass or in the wood , would pass unperceived .",31,"('run', 'courir', 'correr')",0
"they rose , climbed the plateau , and ran towards the place where the bank of the lake must have been shattered by the explosion .",8,"('run', 'courir', 'correr')",0
"neb and harding also ran up , and they remained for some instants contemplating the animal as it lay stretched on the ground , thinking that its magnificent skin would be a great ornament to the hall at granite house .",4,"('run', 'accourir', 'acudir')",1
"it was evident that the servants who waited in the antechamber were warned , for as soon as d’artagnan appeared , before even he had asked if milady were visible , one of them ran to announce him .",34,"('run', 'courir', 'correr')",0
"the captain 's fingers then ran over the instrument 's keyboard , and i noticed that he touched only its black keys , which gave his melodies a basically scottish color . soon he had forgotten my presence and was lost in a reverie that i no longer tried to dispel .",5,"('run', 'courir', 'correr')",0
"as i was meditating on this discovery , a little girl , followed by her attendant , came running up the lawn .",18,"('run', 'courir', 'correr')",0
"neb and herbert ran to the edge of the lake , shaded with pines and other green trees , and soon returned with some branches , which they made into torches .",3,"('run', 'courir', 'correr')",0
"tell them to take arms , to come here , and to run !",12,"('run', 'accourir', 'acudir')",1
""" i go to the louvre ; i ask for mme . bonacieux ; i say that i have reflected ; i renew the affair ; i obtain the letter , and i run directly to the cardinal . """,33,"('run', 'courir', 'correr')",0
"no one had a more searching eye than the cardinal de richelieu , and d’artagnan felt this glance run through his veins like a fever .",18,"('run', 'courir', 'correr')",0
"top , running under the branches , only roused birds which could not be approached .",2,"('run', 'courir', 'correr')",0
"the dog , excited by his master 's words , ran towards the extremity of the cavern , and there redoubled his barking .",10,"('run', 'courir', 'correr')",0
""" ah ! if i were not in such haste , and if i were not running after someone , "" said d’artagnan .",16,"('run', 'courir', 'correr')",0
""" top has found something ! "" cried neb , who ran towards a thicket , in the midst of which the dog had disappeared , barking .",11,"('run', 'courir', 'correr')",0
""" and do you always forget your eyes when you run ? "" asked porthos .",10,"('run', 'courir', 'correr')",0
"nevertheless , if the affairs of our family are arranged , as we hope they will be , i believe she will run the risk of being damned , and will return to those she regrets , particularly as she knows they are always thinking of her .",22,"('run', 'courir', 'correr')",0
"as this was the height of d’artagnan ’s worldly ambition -- apart , be it well understood , from his desire of finding mme . bonacieux -- he ran , full of joy , to seek his comrades , whom he had left only half an hour before , but whom he found very sad and deeply preoccupied .",28,"('run', 'courir', 'correr')",0
"as soon as lord de winter saw buckingham was dead , he ran to felton , whom the soldiers still guarded on the terrace of the palace .",12,"('run', 'courir', 'correr')",0
"sometimes a stream ran through the underwood , which they crossed without difficulty .",3,"('run', 'couler', 'correr')",2
"yet i decided to return to the nautilus . we went along a steep , narrow path that ran over the cliff 's summit . by 11:30 we had arrived at our landing place . the beached skiff had brought the captain ashore . i spotted him standing on a chunk of basalt . his instruments were beside him . his eyes were focused on the northern horizon , along which the sun was sweeping in its extended arc .",18,"('run', 'courir', 'correr')",0
neb ran up .,1,"('run', 'accourir', 'acudir')",1
"this noise acted upon her joy like the storm which awakens the sleeper in the midst of a happy dream ; she grew pale and ran to the window , while mme . bonacieux , rising all in a tremble , supported herself upon her chair to avoid falling .",25,"('run', 'courir', 'correr')",0
"the three friends hastened toward d’artagnan , who , instead of being ill , ran toward his horse .",14,"('run', 'courir', 'correr')",0
"they were light and active , and pencroft , as a sailor , accustomed to run up the masts and shrouds , was able to give them lessons .",15,"('run', 'courir', 'correr')",0
""" monsieur , monsieur ! "" cried a hostler , running out and looking after the stranger , "" monsieur , here is a paper which dropped out of your hat !",10,"('run', 'courir', 'correr')",0
"herbert went for some fresh water from a stream which ran near , and brought it back in a jug , which neb had provided .",10,"('run', 'couler', 'correr')",2
"he heard , and ran to meet them .",4,"('run', 'courir', 'correr')",0
d’artagnan ran after her . it was not difficult for him to overtake a woman embarrassed with her cloak .,1,"('run', 'courir', 'correr')",0
"the queen ran to a little table , on which were ink , paper , and pens . she wrote two lines , sealed the letter with her private seal , and gave it to mme . bonacieux .",2,"('run', 'courir', 'correr')",0
"top , who took special charge of the fauna , ran through the grass and brushwood , putting up all sorts of game .",10,"('run', 'courir', 'correr')",0
two or three ran and clambered from one window to another with the agility of acrobats .,3,"('run', 'courir', 'correr')",0
"on one of those immense staircases , upon whose space modern civilization would build a whole house , ascended and descended the office seekers of paris , who ran after any sort of favor -- gentlemen from the provinces anxious to be enrolled , and servants in all sorts of liveries , bringing and carrying messages between their masters and m. de treville .",28,"('run', 'courir', 'correr')",0
she ran to the window and opened it .,1,"('run', 'courir', 'correr')",0
"ah , since the dangers i incur on my own account can not stop you , think of those you may yourself run ! """,22,"('run', 'courir', 'correr')",0
"the first signs of the approach of day doubtless determined the retreat of their assailants , who scampered away towards the north , passing over the bridge , which neb ran immediately to raise .",30,"('run', 'courir', 'correr')",0
"d’artagnan had run , sword in hand , through all the neighboring streets , but had found nobody resembling the man he sought for . then he came back to the point where , perhaps , he ought to have begun , and that was to knock at the door against which the stranger had leaned ; but this proved useless -- for though he knocked ten or twelve times in succession , no one answered , and some of the neighbors , who put their noses out of their windows or were brought to their doors by the noise , had assured him that that house , all the openings of which were tightly closed , had not been inhabited for six months .",2,"('run', 'courir', 'correr')",0
"while d’artagnan was running through the streets and knocking at doors , aramis had joined his companions ; so that on returning home d’artagnan found the reunion complete .",3,"('run', 'courir', 'correr')",0
all ran towards the bank .,1,"('run', 'courir', 'correr')",0
the colonists ran towards it .,2,"('run', 'courir', 'correr')",0
"at the point where the sailor had left his raft of wood , it began to run between the two high granite walls ; but if on the left bank the wall remained clear and abrupt , on the right bank , on the contrary , it sank gradually , the massive sides changed to isolated rocks , the rocks to stones , the stones to shingle running to the extremity of the point .",16,"('run', 'couler', 'correr')",2
"it appeared to pass through the wood and the southern spurs of the mountain , and consequently it ran towards the west .",18,"('run', 'courir', 'correr')",0
"then d’artagnan became almost wild . he ran along the high road , took the path he had before taken , and reaching the ferry , interrogated the boatman .",7,"('run', 'courir', 'correr')",0
the next morning d’artagnan ran to find athos .,4,"('run', 'courir', 'correr')",0
"of three guardsmen of the company of m. dessessart who were passing , two came to the assistance of the four companions , while the other ran toward the hotel of m. de treville , crying , "" to the rescue , musketeers ! to the rescue ! """,26,"('run', 'courir', 'correr')",0
d’artagnan ran to the door and pushed the bolt .,1,"('run', 'courir', 'correr')",0
"beyond , towards the north , the forest border was prolonged for a space of nearly two miles ; then the trees became scarcer , and beyond that again the picturesque heights described a nearly straight line , which ran north and south .",39,"('run', 'courir', 'correr')",0
