text,ind,sense,label
"phileas fogg , by this resolution , inevitably sacrificed himself ; he pronounced his own doom . the delay of a single day would make him lose the steamer at new york , and his bet would be certainly lost . but as he thought , "" it is my duty , "" he did not hesitate .",28,"('steamer', 'paquebot', 'vapor')",0
""" mr . fogg , i suppose , is anxious to catch the steamer for yokohama ? """,13,"('steamer', 'paquebot', 'vapor')",0
"the weather was bad during the latter days of the voyage . the wind , obstinately remaining in the north - west , blew a gale , and retarded the steamer . the rangoon rolled heavily and the passengers became impatient of the long , monstrous waves which the wind raised before their path .",30,"('steamer', 'paquebot', 'vapor')",0
"the pilot went on board at six , and took his place on the bridge , to guide the rangoon through the channels to the port of hong kong . passepartout longed to ask him if the steamer had left for yokohama ; but he dared not , for he wished to preserve the spark of hope , which still remained till the last moment . he had confided his anxiety to fix who -- the sly rascal!--tried to console him by saying that mr . fogg would be in time if he took the next boat ; but this only put passepartout in a passion .",37,"('steamer', 'paquebot', 'vapor')",0
"certainly , the movement which he and neb exhibited , if it had been transformed into heat , according to the new theory , would have been enough to heat the boiler of a steamer !",34,"('steamer', 'steamer', 'vapor')",1
"mr . fogg , bolder than his servant , did not hesitate to approach the pilot , and tranquilly ask him if he knew when a steamer would leave hong kong for yokohama .",26,"('steamer', 'bateau', 'buque')",2
""" what is the steamer 's name ? "" asked mr . fogg .",4,"('steamer', 'steamer', 'vapor')",1
"some day the coalrooms of steamers and the tenders of locomotives will , instead of coal , be stored with these two condensed gases , which will burn in the furnaces with enormous calorific power .",5,"('steamer', 'steamer', 'vaporar')",3
"in essence , on july 20 , 1866 , the steamer governor higginson , from the calcutta & burnach steam navigation co. , encountered this moving mass five miles off the eastern shores of australia . captain baker at first thought he was in the presence of an unknown reef ; he was even about to fix its exact position when two waterspouts shot out of this inexplicable object and sprang hissing into the air some 150 feet . so , unless this reef was subject to the intermittent eruptions of a geyser , the governor higginson had fair and honest dealings with some aquatic mammal , until then unknown , that could spurt from its blowholes waterspouts mixed with air and steam .",10,"('steamer', 'steamer', 'vapor')",1
"the pilot probably does not know to this day why his responses won him this enthusiastic greeting . he remounted the bridge , and guided the steamer through the flotilla of junks , tankas , and fishing boats which crowd the harbour of hong kong .",26,"('steamer', 'paquebot', 'vapor')",0
"chance had strangely favoured phileas fogg , for had not the carnatic been forced to lie over for repairing her boilers , she would have left on the 6th of november , and the passengers for japan would have been obliged to await for a week the sailing of the next steamer . mr . fogg was , it is true , twenty - four hours behind his time ; but this could not seriously imperil the remainder of his tour .",51,"('steamer', 'paquebot', 'vapor')",0
""" i have a purpose in asking , "" resumed fix . "" is it absolutely necessary that you should be in new york on the 11th , before nine o'clock in the evening , the time that the steamer leaves for liverpool ? """,39,"('steamer', 'paquebot', 'vapor')",0
""" yes ; with eleven hours to spare before the steamer left . """,10,"('steamer', 'paquebot', 'vapor')",0
""" the common narwhale , or sea unicorn , often reaches a length of sixty feet . increase its dimensions fivefold or even tenfold , then give this cetacean a strength in proportion to its size while enlarging its offensive weapons , and you have the animal we 're looking for . it would have the proportions determined by the officers of the shannon , the instrument needed to perforate the scotia , and the power to pierce a steamer 's hull .",79,"('steamer', 'steamer', 'vapor')",1
