text,ind,sense,label
"as little sensitive as was the heart of d’artagnan , he was touched by this mute sorrow ; but he held too tenaciously to his projects , above all to this one , to change the program which he had laid out in advance .",40,"('lay', 'faire', 'trazar')",0
"i laid my hand on the back of a chair for support : i shook , i feared -- but i resolved .",1,"('lay', 'appuyer', 'apoyar')",1
"' come , my head 's free at last ! ' said alice in a tone of delight , which changed into alarm in another moment , when she found that her shoulders were nowhere to be found : all she could see , when she looked down , was an immense length of neck , which seemed to rise like a stalk out of a sea of green leaves that lay far below her .",71,"('lay', 'étendre', 'extender')",2
and the queen laid her beautiful hand on her bosom .,3,"('lay', 'ramener', 'llevar')",3
""" speak to the master , madame , "" said felton ; "" happily i am neither charged with the power of pardoning nor punishing . it is upon one higher placed than i am that god has laid this responsibility . """,38,"('lay', 'remettre', 'confiar')",4
"immediately the aldermen , clothed in their cloth robes and preceded by six sergeants , each holding a flambeau in his hand , went to attend upon the king , whom they met on the steps , where the provost of the merchants made him the speech of welcome -- a compliment to which his majesty replied with an apology for coming so late , laying the blame upon the cardinal , who had detained him till eleven o’clock , talking of affairs of state .",65,"('lay', 'rejeter', 'cargar')",5
"after a few moments -- that were to him , in his perturbed state , like endless hours of pain -- he felt a hand laid on his shoulder . he started and looked round .",25,"('lay', 'poser', 'posar')",6
"i leaned over the table ; i laid my finger successively upon every letter ; and without a pause , without one moment 's hesitation , i read off the whole sentence aloud .",7,"('lay', 'poser', 'poner')",7
""" now let us lay down the plan of campaign , "" said porthos .",4,"('lay', 'dresser', 'establecer')",8
"he wondered if he had met the men in the hall as they were leaving the house and had wormed out of them what they had been doing . he would be sure to miss the picture -- had no doubt missed it already , while he had been laying the tea - things . the screen had not been set back , and a blank space was visible on the wall . perhaps some night he might find him creeping upstairs and trying to force the door of the room . it was a horrible thing to have a spy in one 's house . he had heard of rich men who had been blackmailed all their lives by some servant who had read a letter , or overheard a conversation , or picked up a card with an address , or found beneath a pillow a withered flower or a shred of crumpled lace .",49,"('lay', 'apporter', 'colocar')",9
holmes laid his hand upon my arm .,1,"('lay', 'poser', 'poner')",7
"i have brought you a book for evening solace , "" and he laid on the table a new publication -- a poem : one of those genuine productions so often vouchsafed to the fortunate public of those days -- the golden age of modern literature .",13,"('lay', 'poser', 'poner')",7
"the king laid his hand upon her arm , and timidly said ' consider , my dear : she is only a child ! '",2,"('lay', 'poser', 'poner')",7
"but just when i least expected it , i laid my hands on a wonder , a natural deformity i 'd have to call it , something very seldom encountered . conseil had just made a cast of the dragnet , and his gear had come back up loaded with a variety of fairly ordinary seashells , when suddenly he saw me plunge my arms swiftly into the net , pull out a shelled animal , and give a conchological yell , in other words , the most piercing yell a human throat can produce .",9,"('lay', 'mettre', 'poner')",10
"i made no answer , but went and sat forward . the northern shore was already beginning to dip under the horizon . the eastern and western strands spread wide as if to bid us farewell . before our eyes lay far and wide a vast sea ; shadows of great clouds swept heavily over its silver - grey surface ; the glistening bluish rays of electric light , here and there reflected by the dancing drops of spray , shot out little sheaves of light from the track we left in our rear . soon we entirely lost sight of land ; no object was left for the eye to judge by , and but for the frothy track of the raft , i might have thought we were standing still .",40,"('lay', 'étendre', 'extender')",2
""" then you 'll need to kneel down , and me too , "" she said , laying the shawl out for that purpose . "" you 've got to put your hands up like this . it makes you feel kind o ' good . """,17,"('lay', 'étendre', 'posar')",11
he laid his hand on my head as he uttered the last words .,1,"('lay', 'poser', 'poner')",7
"felton took back the weapon , and laid it upon the table , as he had agreed with the prisoner .",7,"('lay', 'poser', 'poner')",7
"he drew close to my uncle , laid his hand upon his shoulder , and gently woke him . my uncle rose up .",7,"('lay', 'mettre', 'poner')",10
""" hold your tongue , stupid fellow , "" said d’artagnan ; and laying hold of the casement , he let himself gently down from the first story , which fortunately was not very elevated , without doing himself the slightest injury .",13,"('lay', 'accrocher', 'aferrándose')",12
"at the manner in which felton laid the book upon the little table near which milady was sitting , at the tone in which he pronounced the two words , your mass , at the disdainful smile with which he accompanied them , milady raised her head , and looked more attentively at the officer .",6,"('lay', 'déposer', 'depositar')",13
"hallward laid his hand upon his arm . "" do n't , harry . you have annoyed dorian . he is not like other men . he would never bring misery upon any one . his nature is too fine for that . """,1,"('lay', 'mettre', 'poner')",10
