text,ind,sense,label
"two hours passed away . milady ’s supper was brought in , and she was found deeply engaged in saying her prayers aloud -- prayers which she had learned of an old servant of her second husband , a most austere puritan .",35,"('second', 'second', 'segundar')",0
"a second smile , almost imperceptible , stole over the rosy lips of the pretty young woman .",1,"('second', 'second', 'segundar')",0
"phileas fogg was seated squarely in his armchair , his feet close together like those of a grenadier on parade , his hands resting on his knees , his body straight , his head erect ; he was steadily watching a complicated clock which indicated the hours , the minutes , the seconds , the days , the months , and the years . at exactly half - past eleven mr . fogg would , according to his daily habit , quit saville row , and repair to the reform .",52,"('second', 'seconde', 'segundo')",1
""" no doubt , sir , you 've felt that i waited rather too long before paying you this second visit . after discovering your identities , i wanted to weigh carefully what policy to pursue toward you . i had great difficulty deciding . some extremely inconvenient circumstances have brought you into the presence of a man who has cut himself off from humanity . your coming has disrupted my whole existence . """,19,"('second', 'second', 'segundar')",0
"before i could reply , white smoke streamed from the battleship 's bow . then , a few seconds later , the waters splashed astern of the nautilus , disturbed by the fall of a heavy object . soon after , an explosion struck my ears .",18,"('second', 'seconde', 'segundo')",1
"yet they felt that the true test of any juliet is the balcony scene of the second act . they waited for that . if she failed there , there was nothing in her .",16,"('second', 'second', 'segundar')",0
"as i expected , my officer was there . i went up to him as he was singing a love ditty and looking tenderly at a lady , and interrupted him exactly in the middle of the second couplet . ’ monsieur , ’ said i , ’ does it still displease you that i should frequent a certain house of la rue payenne ?",37,"('second', 'second', 'segundar')",0
that was the second .,3,"('second', 'second', 'segundar')",0
""" yes , since those poor fishermen ca n't stay long underwater . on his voyage to ceylon , the englishman percival made much of a kaffir who stayed under five minutes without coming up to the surface , but i find that hard to believe . i know that some divers can last up to fifty - seven seconds , and highly skillful ones to eighty - seven ; but such men are rare , and when the poor fellows climb back on board , the water coming out of their noses and ears is tinted with blood . i believe the average time underwater that these fishermen can tolerate is thirty seconds , during which they hastily stuff their little nets with all the pearl oysters they can tear loose . but these fishermen generally do n't live to advanced age : their vision weakens , ulcers break out on their eyes , sores form on their bodies , and some are even stricken with apoplexy on the ocean floor . """,59,"('second', 'seconde', 'segundo')",1
"neb rushed after him , and soon saw top eagerly devouring a quadruped , which ten seconds later would have been past recognizing in top 's stomach .",16,"('second', 'seconde', 'segundo')",1
"he then conducted cacambo to the old man ; candide acted now only a second character , and attended his valet .",14,"('second', 'second', 'segundar')",0
"in fact , the second stream of lava , which had followed the valley of falls river , a valley of great extent , the land on both sides of the creek being flat , met with no obstacle .",4,"('second', 'second', 'segundar')",0
he therefore drew near to the table and took the second glass .,10,"('second', 'second', 'segundar')",0
six seconds elapsed between the flash and the report .,1,"('second', 'seconde', 'segundo')",1
"on their part , the three friends had reloaded their arms ; a second discharge followed the first . the brigadier and two pioneers fell dead ; the rest of the troop took to flight .",13,"('second', 'second', 'segundar')",0
"but with his simple musketeer ’s uniform and nothing but the manner in which he threw back his head and advanced his foot , athos instantly took the place which was his due and consigned the ostentatious porthos to the second rank .",40,"('second', 'second', 'segundar')",0
"the fight was therefore prolonged for some seconds ; but at length d’artagnan dropped his sword , which was broken in two pieces by the blow of a stick .",7,"('second', 'seconde', 'segundo')",1
"it was ten o'clock in the morning when the canoe reached a second angle of the mercy , nearly five miles from its mouth .",12,"('second', 'second', 'segundar')",0
"i followed captain nemo , and as soon as i passed through the doorway , i went down a kind of electrically lit passageway that resembled a gangway on a ship . after a stretch of some ten meters , a second door opened before me .",41,"('second', 'second', 'segundar')",0
"however , on his second sortie , on the 27th of november , gideon spilett , who had ventured a quarter of a mile into the woods , towards the south of the mountain , remarked that top scented something .",4,"('second', 'second', 'segundar')",0
"herbert quickly turned the match so as to augment the flame , and then slipped it into the paper cone , which in a few seconds too caught fire , and then the moss .",25,"('second', 'seconde', 'segundo')",1
"he went therefore to his appointment with athos without a second , determined to be satisfied with those his adversary should choose .",10,"('second', 'second', 'segundar')",0
"a shorter clerk came behind the first , a taller clerk behind the second , a stripling of a dozen years rising behind the third .",13,"('second', 'second', 'segundar')",0
""" no , my friend . that task is performed with eleven strainers , or sieves , that are pierced with different numbers of holes . those pearls staying in the strainers with twenty to eighty holes are in the first order . those not slipping through the sieves pierced with 100 to 800 holes are in the second order . finally , those pearls for which one uses strainers pierced with 900 to 1,000 holes make up the seed pearls . """,58,"('second', 'second', 'segundar')",0
"i was already wondering if captain nemo , rash to the point of sheer insanity , wanted his ship to tackle the narrows where dumont d'urville 's two sloops of war had gone aground , when he changed direction a second time and cut straight to the west , heading toward gueboroa island .",40,"('second', 'second', 'segundar')",0
""" but this second letter , "" said athos , "" you forget that ; it appears to me , however , that the seal denotes that it deserves to be opened . for my part , i declare , d’artagnan , i think it of much more consequence than the little piece of waste paper you have so cunningly slipped into your bosom . """,3,"('second', 'second', 'segundar')",0
"three seconds before the arrival of j. b. hobson 's letter , i no more dreamed of chasing the unicorn than of trying for the northwest passage . three seconds after reading this letter from the honorable secretary of the navy , i understood at last that my true vocation , my sole purpose in life , was to hunt down this disturbing monster and rid the world of it .",1,"('second', 'seconde', 'segundo')",1
"three seconds before the arrival of j. b. hobson 's letter , i no more dreamed of chasing the unicorn than of trying for the northwest passage . three seconds after reading this letter from the honorable secretary of the navy , i understood at last that my true vocation , my sole purpose in life , was to hunt down this disturbing monster and rid the world of it .",29,"('second', 'seconde', 'segundo')",1
"i waited with the deepest anxiety . sound does not travel with great velocity . even increased density air has no effect upon its rate of travelling ; it merely augments its intensity . seconds , which seemed ages , passed away , and at last these words reached me :",34,"('second', 'seconde', 'segundo')",1
""" and prepare our second corn - field ! "" cried the sailor with a triumphant air .",4,"('second', 'second', 'segundar')",0
""" i will go to the second after attending the first , "" said d’artagnan . "" one is for seven o’clock , and the other for eight ; there will be time for both . "" "" hum !",6,"('second', 'second', 'segundar')",0
"the second gun was pointed at the rocks at the end of flotsam point , and the shot striking a sharp rock nearly three miles from granite house , made it fly into splinters .",1,"('second', 'second', 'segundar')",0
""" impossible , for three reasons , "" replied athos . "" the first , that we have not finished breakfast ; the second , that we still have some very important things to say ; and the third , that it yet wants ten minutes before the lapse of the hour . """,23,"('second', 'second', 'segundar')",0
"d’artagnan gave the open letter to kitty , who at first was unable to comprehend it , but who became almost wild with joy on reading it a second time .",28,"('second', 'second', 'segundar')",0
"however , once or twice in the second week of august , the traps supplied the hunters with other animals more useful than foxes , namely , several of those small wild boars which had already been seen to the north of the lake .",7,"('second', 'second', 'segundar')",0
"the cardinal took the letter , and read it with the greatest attention ; then , when he had arrived at the end of it , he read it a second time .",30,"('second', 'second', 'segundar')",0
""" and here is the second . """,5,"('second', 'second', 'segundar')",0
"the cold season was now almost at an end , and it appeared as if this second winter was to pass without any unusual occurrence , when on the night of the 11th of august , the plateau of prospect heights was menaced with complete destruction .",16,"('second', 'second', 'segundar')",0
""" what ! "" cried he , in an accent of greater astonishment than before , "" your second witness is monsieur aramis ? """,18,"('second', 'second', 'segundar')",0
"one of the two riders , he who had spoken second , was ten paces in front of his companion . athos made a sign to porthos and aramis also to remain in the rear , and advanced alone .",10,"('second', 'second', 'segundar')",0
"my uncle raised his spectacles , took up a strong lens , and carefully examined the blank pages of the book . on the front of the second , the title - page , he noticed a sort of stain which looked like an ink blot . but in looking at it very closely he thought he could distinguish some half - effaced letters . my uncle at once fastened upon this as the centre of interest , and he laboured at that blot , until by the help of his microscope he ended by making out the following runic characters which he read without difficulty .",27,"('second', 'second', 'segundar')",0
". . . . "" forty seconds , "" said my uncle . "" forty seconds between the two words ; so the sound takes twenty seconds in coming . now , at the rate of 1,120 feet in a second , this is 22,400 feet , or four miles and a quarter , nearly . """,6,"('second', 'seconde', 'segundo')",1
". . . . "" forty seconds , "" said my uncle . "" forty seconds between the two words ; so the sound takes twenty seconds in coming . now , at the rate of 1,120 feet in a second , this is 22,400 feet , or four miles and a quarter , nearly . """,15,"('second', 'seconde', 'segundo')",1
". . . . "" forty seconds , "" said my uncle . "" forty seconds between the two words ; so the sound takes twenty seconds in coming . now , at the rate of 1,120 feet in a second , this is 22,400 feet , or four miles and a quarter , nearly . """,26,"('second', 'seconde', 'segundo')",1
""" your name ? "" repeated the cavalier a second time , letting his cloak fall , and leaving his face uncovered .",9,"('second', 'second', 'segundar')",0
""" oh , i remember , "" said d’artagnan . "" well , i will go to england a second time ; i will go and find buckingham . """,19,"('second', 'second', 'segundar')",0
""" milady , "" faltered d’artagnan , and fainted a second time .",10,"('second', 'second', 'segundar')",0
"while the duchess sang the second verse of the song , she kept tossing the baby violently up and down , and the poor little thing howled so , that alice could hardly hear the words:--",5,"('second', 'second', 'segundar')",0
athos indeed saw a second smile on the lips of d’artagnan .,4,"('second', 'second', 'segundar')",0
""" but what are these beasts ? "" was asked a second time , as the yelpings were again heard more loudly than before .",11,"('second', 'second', 'segundar')",0
"but this sudden flood was not of long duration . in a few seconds i found myself in the air again , which i inhaled with all the force of my lungs . my uncle and hans were still holding me fast by the arms ; and the raft was still carrying us .",13,"('second', 'seconde', 'segundo')",1
"at 8:25 a second collision took place . this time astern . i grew pale . my companions came over . i clutched conseil 's hand . our eyes questioned each other , and more directly than if our thoughts had been translated into words .",3,"('second', 'second', 'segundar')",0
"what was this astounding world that i did n't yet know ? in what order did these articulates belong , these creatures for which the rocks provided a second carapace ? where had nature learned the secret of their vegetating existence , and for how many centuries had they lived in the ocean 's lower strata ?",28,"('second', 'second', 'segundar')",0
""" now , "" said my uncle , looking straight at me , "" to read the sentence which you have just written , and with which i am wholly unacquainted , i shall only have to take the first letter of each word , then the second , the third , and so forth . """,47,"('second', 'second', 'segundar')",0
""" ay , but you are mistaken . my brother is only your second husband ; and your first is still living .",13,"('second', 'second', 'segundar')",0
