text,ind,sense,label
""" you see , "" said lord de winter , presenting d’artagnan to his sister , "" a young gentleman who has held my life in his hands , and who has not abused his advantage , although we have been twice enemies , although it was i who insulted him , and although i am an englishman .",35,"('advantage', 'avantage', 'ventaja')",0
"the result was less , but the silent arrow had the advantage of not frightening the birds , while the noise of firearms would have dispersed them to all parts of the marsh .",11,"('advantage', 'avantage', 'ventaja')",0
"considerable works are necessary -- a special set of tools , an apparatus of platina , leaden chambers , unassailable by the acid , and in which the transformation is performed , etc . the engineer had none of these at his disposal , but he knew that , in bohemia especially , sulphuric acid is manufactured by very simple means , which have also the advantage of producing it to a superior degree of concentration .",66,"('advantage', 'avantage', 'ventaja')",0
"candide , however , had one advantage over martin : he lived in the pleasing hopes of seeing miss cunegund once more ; whereas , the poor philosopher had nothing to hope for . besides , candide had money and jewels , and , not withstanding he had lost a hundred red sheep laden with the greatest treasure outside of el dorado , and though he still smarted from the reflection of the dutch skipper 's knavery , yet when he considered what he had still left , and repeated the name of cunegund , especially after meal times , he inclined to pangloss 's doctrine .",6,"('advantage', 'avantage', 'ventaja')",0
"on the other hand , the advantages of pyroxyle consist in this , that it is not injured by damp , that it does not make the gun - barrels dirty , and that its force is four times that of ordinary powder .",6,"('advantage', 'avantage', 'ventaja')",0
""" by going to nagasaki , at the extreme south of japan , or even to shanghai , which is only eight hundred miles from here . in going to shanghai we should not be forced to sail wide of the chinese coast , which would be a great advantage , as the currents run northward , and would aid us . """,49,"('advantage', 'avantage', 'ventaja')",0
"lord henry laughed . "" i do n't desire to change anything in england except the weather , "" he answered . "" i am quite content with philosophic contemplation . but , as the nineteenth century has gone bankrupt through an over - expenditure of sympathy , i would suggest that we should appeal to science to put us straight . the advantage of the emotions is that they lead us astray , and the advantage of science is that it is not emotional . """,63,"('advantage', 'mérite', 'ventaja')",1
"lord henry laughed . "" i do n't desire to change anything in england except the weather , "" he answered . "" i am quite content with philosophic contemplation . but , as the nineteenth century has gone bankrupt through an over - expenditure of sympathy , i would suggest that we should appeal to science to put us straight . the advantage of the emotions is that they lead us astray , and the advantage of science is that it is not emotional . """,76,"('advantage', 'mérite', 'ventaja')",1
""" yes ; it was at dear lohengrin . i like wagner 's music better than anybody 's . it is so loud that one can talk the whole time without other people hearing what one says . that is a great advantage , do n't you think so , mr . gray ? """,42,"('advantage', 'avantage', 'ventaja')",0
""" it does not signify , gentlemen , "" continued the cardinal , without appearing to be in the least swerved from his first intention by the diversion which athos had started , "" it does not signify , gentlemen . i do not like to have simple soldiers , because they have the advantage of serving in a privileged corps , thus to play the great lords ; discipline is the same for them as for everybody else . """,54,"('advantage', 'avantage', 'ventaja')",0
""" you must give your recipe to planchet . i may be besieged in my turn , and i shall not be sorry for him to be able to let me enjoy the same advantages with which you gratify your master . """,34,"('advantage', 'avantage', 'ventaja')",0
""" and yet , as we can derive no advantage from an eruption , it might be better it should not take place , "" said the reporter .",9,"('advantage', 'avantage', 'ventaja')",0
"neither was this all ; for my goods being all english manufacture , such as cloths , stuffs , baize , and things particularly valuable and desirable in the country , i found means to sell them to a very great advantage ; so that i might say i had more than four times the value of my first cargo , and was now infinitely beyond my poor neighbour — i mean in the advancement of my plantation ; for the first thing i did , i bought me a negro slave , and an european servant also — i mean another besides that which the captain brought me from lisbon .",41,"('advantage', 'avantageusement', 'beneficiar')",2
""" be satisfied with being a plain , straightforward citizen , and turn to that side which offers the most advantages . """,20,"('advantage', 'avantage', 'ventaja')",0
"this reduction is made by subjecting the ore with coal to a high temperature , either by the rapid and easy catalan method , which has the advantage of transforming the ore into iron in a single operation , or by the blast furnace , which first smelts the ore , then changes it into iron , by carrying away the three to four per cent . of coal , which is combined with it .",27,"('advantage', 'avantage', 'ventaja')",0
"the first advantage had been gained by buckingham . arriving unexpectedly in sight of the isle of re with ninety vessels and nearly twenty thousand men , he had surprised the comte de toiras , who commanded for the king in the isle , and he had , after a bloody conflict , effected his landing .",2,"('advantage', 'avantage', 'ventaja')",0
the tenants of granite house could appreciate the advantages of a dwelling which sheltered them from the inclement weather .,8,"('advantage', 'avantage', 'ventaja')",0
"cold water has , moreover , the advantage of leaving the wound in absolute rest , and preserving it from all premature dressing , a considerable advantage , since it has been found by experience that contact with the air is dangerous during the first days .",7,"('advantage', 'avantage', 'ventaja')",0
"cold water has , moreover , the advantage of leaving the wound in absolute rest , and preserving it from all premature dressing , a considerable advantage , since it has been found by experience that contact with the air is dangerous during the first days .",26,"('advantage', 'avantage', 'ventaja')",0
"besides , this return offered him the advantage of watching his prisoner .",7,"('advantage', 'avantage', 'ventaja')",0
"here , on the contrary , we are placed between the mercy and lake grant , an advantage which must not be neglected .",17,"('advantage', 'avantage', 'ventaja')",0
"but great precautions must be taken , for just now the wretches had the advantage on their side , seeing , and not being seen , being able to surprise by the suddenness of their attack , yet not to be surprised themselves .",14,"('advantage', 'avantage', 'ventaja')",0
"lord de winter came toward five o’clock in the evening . milady had had time , during the whole day , to trace her plan of conduct . she received him like a woman who had already recovered all her advantages .",40,"('advantage', 'avantage', 'ventaja')",0
"then she knew that he was one of the friends of m. de treville , and consequently , that he belonged body and soul to the king ; which would make him lose a part of his advantage , since when known to milady as he knew her , he played only an equal game with her .",37,"('advantage', 'avantage', 'ventaja')",0
