text,ind,sense,label
""" your pardon , sir , "" said milady , with mildness . "" i forgot that my songs are out of place in this castle .",2,"('pardon', 'pardon', 'perdón')",0
"that pretty little soubrette whom d’artagnan had already observed then came in . she spoke some words to lord de winter in english , who thereupon requested d’artagnan ’s permission to retire , excusing himself on account of the urgency of the business that had called him away , and charging his sister to obtain his pardon .",56,"('pardon', 'pardon', 'perdon')",1
"on the staircase he met the pretty soubrette , who brushed gently against him as she passed , and then , blushing to the eyes , asked his pardon for having touched him in a voice so sweet that the pardon was granted instantly .",28,"('pardon', 'pardon', 'perdón')",0
"on the staircase he met the pretty soubrette , who brushed gently against him as she passed , and then , blushing to the eyes , asked his pardon for having touched him in a voice so sweet that the pardon was granted instantly .",40,"('pardon', 'pardon', 'perdón')",0
""" yes , pray , accursed woman ! "" cried the baron ; "" your prayer is so much the more generous from your being , i swear to you , in the power of a man who will never pardon you ! "" and he went out .",40,"('pardon', 'pardonner', 'perdonar')",2
""" be kind enough to pardon me , madame ; but in this circumstance i am but the instrument which the king employs .",5,"('pardon', 'pardonner', 'perdonar')",2
""" speak to the master , madame , "" said felton ; "" happily i am neither charged with the power of pardoning nor punishing . it is upon one higher placed than i am that god has laid this responsibility . """,22,"('pardon', 'pardonner', 'perdonar')",2
""" would i forgive him for the selfish idea , and prove my pardon by a reconciling kiss ? """,13,"('pardon', 'pardon', 'perdón')",0
"i believed i had a right to endeavor to find her . i was deceived , as it appears , and i ask your pardon . """,24,"('pardon', 'pardon', 'perdón')",0
""" your pardon , my officer , "" said athos ; "" but we were ignorant with whom we had to do , and you may see that we were good guard . """,2,"('pardon', 'pardon', 'perdón')",0
"willingly would i now have gone and asked mrs . reed 's pardon ; but i knew , partly from experience and partly from instinct , that was the way to make her repulse me with double scorn , thereby re - exciting every turbulent impulse of my nature .",12,"('pardon', 'pardon', 'perdón')",0
""" pardon me , monseigneur , for saying such things , but they form my excuse .",1,"('pardon', 'pardonner', 'perdonadme')",3
""" i beg your pardon , "" said passepartout persistently . "" he is a tall gentleman , quiet , and not very talkative , and has with him a young lady-- """,4,"('pardon', 'pardonnez', 'dispensar')",4
""" i beg your pardon , it is the literal truth : he asked me more than once , and was as stiff about urging his point as ever you could be . """,4,"('pardon', 'pardon', '-perdón')",5
"d’artagnan fancied himself very cunning when advising milady to renounce , by pardoning de wardes , the furious projects she had formed .",12,"('pardon', 'pardonner', 'perdonar')",2
"god pardon me ! "" cried buckingham , "" i really think he threatens me ! """,1,"('pardon', 'pardonne', 'perdonar')",6
"if you repent of the manner in which you have acted toward me , the young girl who brings you this will tell you how a man of spirit may obtain his pardon .",32,"('pardon', 'pardon', 'perdón')",0
""" yes , my friend , yes , "" said the cardinal , with that paternal tone which he sometimes knew how to assume , but which deceived none who knew him ; "" and as you have been unjustly suspected , well , you must be indemnified . here , take this purse of a hundred pistoles , and pardon me . """,60,"('pardon', 'pardonner', 'perdonadme')",3
""" i pardon you , monseigneur ! "" said bonacieux , hesitating to take the purse , fearing , doubtless , that this pretended gift was but a pleasantry . "" but you are able to have me arrested , you are able to have me tortured , you are able to have me hanged ; you are the master , and i could not have the least word to say .",2,"('pardon', 'pardonne', 'perdonar')",6
she has no occasion to teach me the way in which a man of spirit may obtain his pardon .,18,"('pardon', 'pardon', 'perdón')",0
""" be satisfied ; you are not guilty toward me , and i have already pardoned you . """,15,"('pardon', 'pardonner', 'perdonar')",2
"d’artagnan detained her by her night dress of fine india linen , to implore her pardon ; but she , with a strong movement , tried to escape .",15,"('pardon', 'pardon', 'perdón')",0
""" i pardon you , "" said he , "" the ill you have done me . i pardon you for my blasted future , my lost honor , my defiled love , and my salvation forever compromised by the despair into which you have cast me .",18,"('pardon', 'pardonne', 'perdonar')",6
""" i pardon you , "" said he , "" for the poisoning of my brother , and the assassination of his grace , lord buckingham . i pardon you for the death of poor felton ; i pardon you for the attempts upon my own person .",28,"('pardon', 'pardonne', 'perdonar')",6
""" i pardon you , "" said he , "" for the poisoning of my brother , and the assassination of his grace , lord buckingham . i pardon you for the death of poor felton ; i pardon you for the attempts upon my own person .",38,"('pardon', 'pardonne', 'perdonar')",6
""" and i , "" said m. d’artagnan . "" pardon me , madame , for having by a trick unworthy of a gentleman provoked your anger ; and i , in exchange , pardon you the murder of my poor love and your cruel vengeance against me . i pardon you , and i weep for you .",34,"('pardon', 'pardonne', 'perdonar')",6
""" and i , "" said m. d’artagnan . "" pardon me , madame , for having by a trick unworthy of a gentleman provoked your anger ; and i , in exchange , pardon you the murder of my poor love and your cruel vengeance against me . i pardon you , and i weep for you .",50,"('pardon', 'pardonne', 'perdonar')",6
""" you pardon me ? "" cried d’artagnan .",2,"('pardon', 'pardonner', 'perdonar')",2
""" from tours ! "" cried aramis . "" a thousand pardons , gentlemen ; but no doubt this man brings me the news i expected . """,11,"('pardon', 'pardon', 'perdonar')",7
""" i fear so , "" she said , laughing , as she stood up . "" a thousand pardons , my dear lady ruxton , "" she added , "" i did n't see you had n't finished your cigarette . """,19,"('pardon', 'pardon', 'perdonar')",7
"did you not say she was dead ? "" "" three times she attempted to kill me , and i pardoned her ; but she murdered the woman i loved . then my friends and i took her , tried her , and condemned her . """,20,"('pardon', 'pardonner', 'perdonar')",2
""" another might reply to your eminence that he had his pardon in his pocket . i content myself with saying : command , monseigneur ; i am ready . """,11,"('pardon', 'grâce', 'perdón')",8
""" your pardon ? "" said richelieu , surprised .",2,"('pardon', 'grâce', 'perdón')",8
"' i beg your pardon ! ' said the mouse , frowning , but very politely : ' did you speak ? '",4,"('pardon', 'pardon', 'perdón')",0
""" why , we are looked upon with a rather favorable eye by a lady of quality , the duchesse de -- but , your pardon ; my master has commanded me to be discreet . she had forced us to accept a little souvenir , a magnificent spanish genet and an andalusian mule , which were beautiful to look upon . the husband heard of the affair ; on their way he confiscated the two magnificent beasts which were being sent to us , and substituted these horrible animals . """,25,"('pardon', 'pardon', 'perdón')",0
""" order it as you please , sire ; you possess the right of pardon . """,14,"('pardon', 'grâce', 'gracia')",9
"he would have pardoned me , he would certainly have pardoned me , if i had not said anything to him about that cursed baldric -- in ambiguous words , it is true , but rather drolly ambiguous .",3,"('pardon', 'pardonner', 'perdonar')",2
"he would have pardoned me , he would certainly have pardoned me , if i had not said anything to him about that cursed baldric -- in ambiguous words , it is true , but rather drolly ambiguous .",10,"('pardon', 'pardonner', 'perdonar')",2
