text,ind,sense,label
"to employ great means , open the granite , create a cascade , that suited the sailor .",1,"('employ', 'employer', 'emplear')",0
""" be kind enough to pardon me , madame ; but in this circumstance i am but the instrument which the king employs .",22,"('employ', 'servir', 'servir')",1
"all the day being employed in carrying a quantity of these stones to the chimneys , by evening they had several tons .",4,"('employ', 'employer', 'emplear')",0
"by methods which will at some future day be revealed he had rendered subservient the illimitable forces of electricity , which , extracted from inexhaustible sources , was employed for all the requirements of his floating equipage , as a moving , lighting , and heating agent .",28,"('employ', 'employer', 'emplear')",0
it was easy to descend to the bottom of the well by employing the rope ladder which had not been used since the establishment of the lift .,12,"('employ', 'employer', 'emplear')",0
"but , after all , how was he going to employ this azotic acid ?",10,"('employ', 'employer', 'emplear')",0
"certainly if neb had any important matter to communicate to his master he could not employ a more sure or more rapid messenger , who could pass where neither the colonists could , nor even top himself .",15,"('employ', 'employer', 'emplear')",0
all that day and the day following were employed in this work .,8,"('employ', 'employer', 'emplear')",0
"would they not , on the contrary , by employing the cart leave every arm free ?",9,"('employ', 'employer', 'emplear')",0
"to replace lead , of which harding had found no traces in the island , he employed granulated iron , which was easy to manufacture .",16,"('employ', 'employer', 'emplear')",0
"he accordingly resolved to manufacture and employ pyroxyle , although it has some inconveniences , that is to say , a great inequality of effect , an excessive inflammability , since it takes fire at one hundred and seventy degrees instead of two hundred and forty , and lastly , an instantaneous deflagration which might damage the firearms .",6,"('employ', 'employer', 'emplear')",0
"of the treasures contained in the coffer left by captain nemo to the colonists of lincoln island , the larger portion was employed in the purchase of a vast territory in the state of iowa .",22,"('employ', 'employer', 'emplear')",0
this method was so simple that d’artagnan employed it quite naturally and instinctively .,7,"('employ', 'employer', 'emplear')",0
"neb then thought of employing jup , and confiding a note to him .",4,"('employ', 'employer', 'emplear')",0
it was evident that the engineer and his companions had employed their day well .,10,"('employ', 'employer', 'emplear')",0
""" i will come , with pleasure , "" said i. "" i do not know how i could employ my time better . """,19,"('employ', 'employer', 'emplear')",0
"now , what was the use of these two maneuvers , unless the vessel had been employed in some expedition ?",16,"('employ', 'employer', 'emplear')",0
"their object in lighting a fire was only to enable them to withstand the cold temperature of the night , as it was not employed in cooking the bird , which neb kept for the next day .",24,"('employ', 'employer', 'emplear')",0
"he had still a quantity of nitro - glycerine at his disposal , and he employed it usefully .",15,"('employ', 'employer', 'emplear')",0
""" yes , of friends , "" i answered rather hesitatingly : for i knew i meant more than friends , but could not tell what other word to employ .",29,"('employ', 'employer', 'pronunciar')",2
"phileas fogg had won his wager , and had made his journey around the world in eighty days . to do this he had employed every means of conveyance -- steamers , railways , carriages , yachts , trading - vessels , sledges , elephants . the eccentric gentleman had throughout displayed all his marvellous qualities of coolness and exactitude . but what then ? what had he really gained by all this trouble ? what had he brought back from this long and weary journey ?",24,"('employ', 'employer', 'emplear')",0
"they had cold water , that is to say , the most powerful sedative that can be employed against inflammation of wounds , the most efficacious therapeutic agent in grave cases , and the one which is now adopted by all physicians .",17,"('employ', 'servir', 'usarse')",3
"during the whole of the month of june the time was employed in different occupations , which excluded neither hunting nor fishing , the larder being , therefore , abundantly supplied .",11,"('employ', 'employer', 'emplear')",0
"neb employed nearly all his time in salting or smoking meat , which insured their always having plenty of provisions .",1,"('employ', 'employer', 'emplear')",0
"in the first place , i have never succeeded by that means . perhaps if i employed my strength against women i might perchance find them weaker than myself , and consequently conquer them ; but it is with men that i struggle , and i am but a woman to them .",16,"('employ', 'user', 'usar')",4
"this ore , very rich in iron , enclosed in its fusible veinstone , was perfectly suited to the mode of reduction which the engineer intended to employ ; that is , the catalan method , but simplified , as it is used in corsica .",27,"('employ', 'employer', 'emplear')",0
"doubtless , it was the proceeding employed by tubalcain , and the first metallurgists of the inhabited world .",6,"('employ', 'employer', 'emplear')",0
"cyrus harding would only have had at his disposal sulphuric acid , but by heating this acid with the neutral fatty bodies he could separate the glycerine ; then from this new combination , he easily separated the olein , the margarin , and the stearin , by employing boiling water .",48,"('employ', 'employer', 'emplear')",0
"this sort of material must have been known from the most ancient times , and , in fact , the first woolen stuffs were manufactured by the process which harding was now about to employ .",34,"('employ', 'employer', 'emplear')",0
"the current was an indefatigable moving power , and it was employed in conveying the floating wood to the moment when the frost enchained it .",11,"('employ', 'employer', 'emplear')",0
""" that is in answer to mine of this morning . he is the best of the professionals , i think , and we may need his assistance . now , watson , i think that we can not employ our time better than by calling upon your acquaintance , mrs . laura lyons . """,39,"('employ', 'employer', 'emplear')",0
