text,ind,sense,label
""" it is difficult to say , "" replied the reporter , "" for it is impossible to see his features under the thick beard which covers his face , but he is no longer young , and i suppose he might be about fifty . """,39,"('suppose', 'suppose', 'suponer')",0
""" what ! you suppose that ayrton finding his old companions , forgetting all that he owes us-- """,4,"('suppose', 'supposer', 'suponer')",1
""" i suppose , monsieur that you are not a fool , and that you knew very well , although coming from gascony , that people do not tread upon handkerchiefs without a reason .",2,"('suppose', 'suppose', 'suponer')",0
""" and now there 's this affair of the letter to me at the hotel . i suppose that fits into its place . """,17,"('suppose', 'suppose', 'suponer')",0
"in certain places , less crowded , growing in clumps , these pines exhibited considerable dimensions , and appeared to indicate , by their development , that the country was situated in a higher latitude than the engineer had supposed .",39,"('suppose', 'supposer', 'suponer')",1
""" yes , it was very curious . i do n't know what made me say it . some whim , i suppose . it looked the loveliest of little live things . but i am sorry they told you about the man . it is a hideous subject . """,22,"('suppose', 'croire', 'suponer')",2
"there was a table set out under a tree in front of the house , and the march hare and the hatter were having tea at it : a dormouse was sitting between them , fast asleep , and the other two were using it as a cushion , resting their elbows on it , and talking over its head . ' very uncomfortable for the dormouse , ' thought alice ; ' only , as it 's asleep , i suppose it does n't mind . '",81,"('suppose', 'suppose', 'suponer')",0
""" though hunting is forbidden , fishing is allowed , i suppose , "" said the sailor .",11,"('suppose', 'suppose', 'suponer')",0
""" money , i suppose , "" said lord fermor , making a wry face . "" well , sit down and tell me all about it . young people , nowadays , imagine that money is everything . """,4,"('suppose', 'suppose', 'imaginar')",3
""" they are pork - packers , i suppose ? """,8,"('suppose', 'suppose', 'suponer')",0
"not knowing the number of the island 's inhabitants , they might suppose that granite house was defended by a large party .",12,"('suppose', 'supposer', 'suponer')",1
""" and weep over a faithless florizel , "" said lord henry , laughing , as he leaned back in his chair . "" my dear dorian , you have the most curiously boyish moods . do you think this girl will ever be really content now with any one of her own rank ? i suppose she will be married some day to a rough carter or a grinning ploughman . well , the fact of having met you , and loved you , will teach her to despise her husband , and she will be wretched . from a moral point of view , i can not say that i think much of your great renunciation . even as a beginning , it is poor . besides , how do you know that hetty is n't floating at the present moment in some starlit mill - pond , with lovely water - lilies round her , like ophelia ? """,56,"('suppose', 'suppose', 'imaginar')",3
""" i forget , "" said dorian . "" i suppose i did . but i never really liked it . i am sorry i sat for it . the memory of the thing is hateful to me . why do you talk of it ? it used to remind me of those curious lines in some play -- hamlet , i think -- how do they run?--",10,"('suppose', 'croire', 'suponer')",2
""" yes ; i suppose you found that out by second - sight . """,4,"('suppose', 'suppose', 'suponer')",0
"i observed in this last part of his discourse , which was truly prophetic , though i suppose my father did not know it to be so himself — i say , i observed the tears run down his face very plentifully , especially when he spoke of my brother who was killed : and that when he spoke of my having leisure to repent , and none to assist me , he was so moved that he broke off the discourse , and told me his heart was so full he could say no more to me .",17,"('suppose', 'suppose', 'suponer')",0
""" your eminence may believe , "" added d’artagnan , "" that we would have come to meet you , if we could have supposed it was monseigneur coming toward us with so few attendants . """,24,"('suppose', 'supposer', 'suponer')",1
""" it is only the sacred things that are worth touching , dorian , "" said lord henry , with a strange touch of pathos in his voice . "" but why should you be annoyed ? i suppose she will belong to you some day . when one is in love , one always begins by deceiving one 's self , and one always ends by deceiving others . that is what the world calls a romance . you know her , at any rate , i suppose ? """,38,"('suppose', 'suppose', 'suponer')",0
""" well , then , supposing that ' c.c.h . ' does stand for ' charing cross hospital , ' what further inferences may we draw ? """,5,"('suppose', 'supposer', 'suponer')",1
""" my word , it is n't a very cheerful place , "" said sir henry . "" i suppose one can tone down to it , but i feel a bit out of the picture at present . i do n't wonder that my uncle got a little jumpy if he lived all alone in such a house as this . however , if it suits you , we will retire early to - night , and perhaps things may seem more cheerful in the morning . """,19,"('suppose', 'suppose', 'suponer')",0
"mrs . poole advanced . "" keep out of the way , "" said mr . rochester , thrusting her aside : "" she has no knife now , i suppose , and i 'm on my guard . """,30,"('suppose', 'suppose', 'suponer')",0
"mr . eyre mentioned the intelligence ; for he knew that my client here was acquainted with a gentleman of the name of rochester . mr . mason , astonished and distressed as you may suppose , revealed the real state of matters .",35,"('suppose', 'supposer', 'suponer')",1
""" the want of house or brass ( by which i suppose you mean money ) does not make a beggar in your sense of the word . """,11,"('suppose', 'suppose', 'suponer')",0
""" yes , "" said pencroft , "" the castaway has gone . "" "" we must suppose so . """,17,"('suppose', 'supposer', 'suponer')",1
""" my dear watson , you were born to be a man of action . your instinct is always to do something energetic . but supposing , for argument 's sake , that we had him arrested to - night , what on earth the better off should we be for that ? we could prove nothing against him . there 's the devilish cunning of it ! if he were acting through a human agent we could get some evidence , but if we were to drag this great dog to the light of day it would not help us in putting a rope round the neck of its master . """,25,"('suppose', 'supposer', 'suponer')",1
""" i do not think so , "" answered the engineer , "" for they would naturally suppose that our researches would be in that direction .",17,"('suppose', 'supposer', 'suponer')",1
""" nothing , "" he answered . "" i suppose one must be serious sometimes . good - bye , mother ; i will have my dinner at five o'clock . everything is packed , except my shirts , so you need not trouble . """,9,"('suppose', 'croire', 'suponer')",2
""" where ? i do n't know . when ? i ca n't say . or , rather , i suppose it will be over when these seas have nothing more to teach us . everything that begins in this world must inevitably come to an end . """,20,"('suppose', 'suppose', 'suponer')",0
""" one , i suppose ! "" replied the sailor , surprised at the question .",4,"('suppose', 'suppose', 'suponer')",0
"but pencroft , excited at feeling himself so near the corral where he supposed the convicts had taken refuge , was about to press forward , when the reporter held him back with a grasp of iron .",13,"('suppose', 'supposer', 'suponer')",1
""" yes , dorian , i suppose you were right , "" said hallward slowly .",6,"('suppose', 'croire', 'suponer')",2
""" but in a nutshell , what do you suppose is going on ? """,9,"('suppose', 'supposer', 'suponer')",1
"mrs . dent here bent over to the pious lady and whispered something in her ear ; i suppose , from the answer elicited , it was a reminder that one of the anathematised race was present .",18,"('suppose', 'suppose', 'suponer')",0
