text,ind,sense,label
"at length she heard the grating of the hinges of the opening gates ; the noise of boots and spurs resounded on the stairs . there was a great murmur of voices which continued to draw near , amid which she seemed to hear her own name pronounced .",29,"('murmur', 'murmure', 'murmullar')",0
""" frightful ! frightful ! "" murmured athos , while porthos broke the bottles and aramis gave orders , a little too late , that a confessor should be sent for .",6,"('murmur', 'murmurer', 'murmurar')",1
not a single murmur escaped from their lips .,3,"('murmur', 'murmure', 'murmullar')",0
"other arborescent species , unknown to the young naturalist , bent over the stream , which could be heard murmuring beneath the bowers of verdure .",19,"('murmur', 'murmurer', 'murmurar')",1
"not a leaf rustled on the trees , not a ripple murmured on the shore .",11,"('murmur', 'murmurer', 'murmurar')",1
""" another gasconade ! "" murmured the gentleman . "" by my honor , these gascons are incorrigible !",5,"('murmur', 'murmurer', 'murmurar')",1
"miss temple , having assembled the whole school , announced that inquiry had been made into the charges alleged against jane eyre , and that she was most happy to be able to pronounce her completely cleared from every imputation . the teachers then shook hands with me and kissed me , and a murmur of pleasure ran through the ranks of my companions .",54,"('murmur', 'murmure', 'murmullar')",0
"they set out accordingly about ten o'clock in the morning , herbert confident , neb joyous , pencroft murmuring aside,--",18,"('murmur', 'murmurer', 'murmurar')",1
"herbert was in ecstasies , neb bounded with joy , pencroft nodded his great head , murmuring these words,-- "" come , our engineer gets on capitally ! """,16,"('murmur', 'murmurer', 'murmurar')",1
""" ah , my god , my god ! "" murmured the poor mercer , "" now , indeed , i am lost ! """,10,"('murmur', 'murmurer', 'murmurar')",1
"the colonists uncovered themselves at these last words of cyrus harding , and murmured the name of captain nemo .",13,"('murmur', 'murmurer', 'murmurar')",1
"while thinking and walking , athos passed and repassed before the pipe of the stove , broken in halves , the other extremity passing into the chamber above ; and every time he passed and repassed he heard a murmur of words , which at length fixed his attention .",39,"('murmur', 'murmure', 'murmullar')",0
"he smiled for a moment on finding himself in his room , but could scarcely even murmur a few words , so great was his weakness .",16,"('murmur', 'murmurer', 'murmurar')",1
"i could hear him murmuring geological terms . i could understand them , and in spite of myself i felt interested in this last geological study .",4,"('murmur', 'murmurer', 'murmurar')",1
""" i am lost , "" murmured the queen , "" lost!--for the cardinal knows all , and it is he who urges on the king , who as yet knows nothing but will soon know everything .",6,"('murmur', 'murmurer', 'murmurar')",1
""" ah ! "" said the stranger , and he murmured , "" i prefer that ! """,10,"('murmur', 'murmurer', 'murmurar')",1
"cyrus harding looked at his dog , and those of his companions who were near him might have heard him murmur these words,--",20,"('murmur', 'murmurer', 'murmurar')",1
"i hardly know whether i had slept or not after this musing ; at any rate , i started wide awake on hearing a vague murmur , peculiar and lugubrious , which sounded , i thought , just above me .",25,"('murmur', 'murmure', 'murmullar')",0
""" but , monsieur porthos , "" murmured the procurator ’s wife , who began to feel that , to judge by the conduct of the great ladies of the time , she was wrong .",7,"('murmur', 'murmurer', 'murmurar')",1
""" still my three brave fellows ! "" murmured the cardinal .",8,"('murmur', 'murmurer', 'murmurar')",1
""" all this will be cleared up at a later period , "" murmured the young woman ; "" no , monsieur , be silent . """,13,"('murmur', 'murmurer', 'murmurar')",1
"on my way i could hear my uncle murmuring : "" but the compass ! that compass ! it pointed due north . how are we to explain that fact ? """,8,"('murmur', 'murmurer', 'murmurar')",1
""" brave young man ! "" murmured the king .",6,"('murmur', 'murmurer', 'murmurar')",1
"then milady collected all her energies , murmuring in the depths of her soul the name of felton -- the only beam of light that penetrated to her in the hell into which she had fallen ; and like a serpent which folds and unfolds its rings to ascertain its strength , she enveloped felton beforehand in the thousand meshes of her inventive imagination .",7,"('murmur', 'murmurer', 'murmurar')",1
"a striking similitude between the brother and sister now first arrested my attention ; and usher , divining , perhaps , my thoughts , murmured out some few words from which i learned that the deceased and himself had been twins , and that sympathies of a scarcely intelligible nature had always existed between them .",24,"('murmur', 'murmurer', 'murmurar')",1
"at these words , the murmur without became an explosion ; nothing was to be heard but oaths and blasphemies .",5,"('murmur', 'murmure', 'murmullar')",0
"under any other circumstances he would have reprimanded the soldier for indulging in such pleasantry , but his conscience murmured too loud for his mouth to dare speak .",19,"('murmur', 'murmurer', 'murmurar')",1
""" i do n't know , officer , "" replied the parsee , listening attentively to a confused murmur which came through the thick branches .",18,"('murmur', 'murmure', 'murmullar')",0
"the murmur soon became more distinct ; it now seemed like a distant concert of human voices accompanied by brass instruments . passepartout was all eyes and ears . mr . fogg patiently waited without a word . the parsee jumped to the ground , fastened the elephant to a tree , and plunged into the thicket . he soon returned , saying :",1,"('murmur', 'murmure', 'murmullar')",0
""" my life ! "" murmured the stranger .",5,"('murmur', 'murmurer', 'murmurar')",1
"meantime , his eminence continued his melancholy ride , murmuring between his mustaches , "" these four men must positively be mine . """,9,"('murmur', 'murmurer', 'murmurar')",1
"it was eight in the evening . no signs of water had yet appeared . i was suffering horribly . my uncle strode on . he refused to stop . he was listening anxiously for the murmur of distant springs . but , no , there was dead silence .",36,"('murmur', 'murmure', 'murmullar')",0
"the solo over , a duet followed , and then a glee : a joyous conversational murmur filled up the intervals .",16,"('murmur', 'murmure', 'murmullar')",0
""" are we on an island ? "" murmured the sailor .",8,"('murmur', 'murmurer', 'murmurar')",1
"the gallery dipped down a very little way from the horizontal , scarcely more than two inches in a fathom , and the stream ran gently murmuring at our feet . i compared it to a friendly genius guiding us underground , and caressed with my hand the soft naiad , whose comforting voice accompanied our steps . with my reviving spirits these mythological notions seemed to come unbidden .",26,"('murmur', 'murmurer', 'murmurar')",1
"then , falling back on the seat , he murmured a name which gideon spilett alone could hear .",9,"('murmur', 'murmurer', 'murmurar')",1
""" pardon , gentlemen -- par-- "" murmured the voice , which could now only be heard in inarticulate sounds .",7,"('murmur', 'murmurer', 'murmurar')",1
""" the devil ! "" murmured the king ; "" what must be done ? """,5,"('murmur', 'murmurer', 'murmurar')",1
""" this is all very well , "" murmured the king , "" yes , this is just the account the duke gave me of the affair . poor cardinal !",8,"('murmur', 'murmurer', 'murmurar')",1
