text,ind,sense,label
"arriving at the summit of this peak , captain nemo carefully determined its elevation by means of his barometer , since he had to take this factor into account in his noon sights .",10,"('carefully', 'soigneusement', 'cuidadosamente')",0
"while thus speaking athos regarded with attention the sapphire set with diamonds which had taken , on d’artagnan ’s finger , the place of the queen ’s ring , carefully kept in a casket .",29,"('carefully', 'soigneusement', 'cuidadosamente')",0
"the officer saw that the baggage was fastened carefully behind the carriage ; and this operation ended , he took his place beside milady , and shut the door .",8,"('carefully', 'soigneusement', 'cuidadosamente')",0
"by eight o'clock passepartout had packed the modest carpet - bag , containing the wardrobes of his master and himself ; then , still troubled in mind , he carefully shut the door of his room , and descended to mr . fogg .",29,"('carefully', 'soigneusement', 'cuidadosamente')",0
"hence , it resulted when d’artagnan proceeded to draw his sword in earnest , he found himself purely and simply armed with a stump of a sword about eight or ten inches in length , which the host had carefully placed in the scabbard .",39,"('carefully', 'soigneusement', 'cuidadosamente')",0
"as i said , commander farragut had carefully equipped his ship with all the gear needed to fish for a gigantic cetacean . no whaling vessel could have been better armed . we had every known mechanism , from the hand - hurled harpoon , to the blunderbuss firing barbed arrows , to the duck gun with exploding bullets . on the forecastle was mounted the latest model breech - loading cannon , very heavy of barrel and narrow of bore , a weapon that would figure in the universal exhibition of 1867 . made in america , this valuable instrument could fire a four - kilogram conical projectile an average distance of sixteen kilometers without the least bother .",7,"('carefully', 'soigneusement', 'cuidadosamente')",0
"before more carefully examining the interior features of this enormous cavern , and before deciding if it was the work of nature or humankind , i went over to captain nemo .",2,"('carefully', 'attentivement', 'atentamente')",1
"however that may have been , mr . fogg carefully put his watch upon the table , and observed its advancing hands . not a word escaped his lips , but his look was singularly set and stern . the situation , in any event , was a terrible one , and might be thus stated : if phileas fogg was honest he was ruined ; if he was a knave , he was caught .",9,"('carefully', 'soigneusement', 'cuidadosamente')",0
he carefully marked the place with a little stick .,1,"('carefully', 'soigneusement', 'cuidadosamente')",0
"the marvelous saloon , still flooded with light , had been carefully closed .",11,"('carefully', 'soigneusement', 'cuidadosamente')",0
"the crew were waiting impatiently for orders from their leader . the latter , after carefully observing the animal , called for his engineer . the engineer raced over . "" sir , "" the commander said , "" are you up to pressure ? """,15,"('carefully', 'attentivement', 'atentamente')",1
"the knave did so , very carefully , with one foot .",6,"('carefully', 'soigneusement', 'cuidadosamente')",0
"we were seated on the platform next to a tranquil sea . the month of march , since it 's the equivalent of october in these latitudes , was giving us some fine autumn days . it was the canadian-- on this topic he was never mistaken -- who sighted a baleen whale on the eastern horizon . if you looked carefully , you could see its blackish back alternately rise and fall above the waves , five miles from the nautilus .",61,"('carefully', 'attentivement', 'atentamente')",1
"this projection , carefully leveled by the pickaxe , made a sort of platform , to which they fixed the first ladder , of which the oscillation was thus diminished one - half , and a rope permitted it to be raised to the level of granite house .",3,"('carefully', 'soigneusement', 'cuidadosamente')",0
"it had been used , apparently , in remote feudal times , for the worst purposes of a donjon - keep , and , in later days , as a place of deposit for powder , or some other highly combustible substance , as a portion of its floor , and the whole interior of a long archway through which we reached it , were carefully sheathed with copper .",65,"('carefully', 'soigneusement', 'cuidadosamente')",0
"thus speaking , and having carefully shaded his lamp , he hurried to one of the casements , and threw it freely open to the storm .",5,"('carefully', 'soigneusement', 'cuidadosamente')",0
""" no , alan , you must not leave the house . write out on a sheet of notepaper what you want and my servant will take a cab and bring the things back to you . "" campbell scrawled a few lines , blotted them , and addressed an envelope to his assistant . dorian took the note up and read it carefully . then he rang the bell and gave it to his valet , with orders to return as soon as possible and to bring the things with him .",63,"('carefully', 'attentivement', 'cuidadosamente')",2
the canadian looked carefully .,3,"('carefully', 'attentivement', 'atentamente')",1
""" admirable and dogmatic ! "" repeated the curate , who , about as strong as d’artagnan with respect to latin , carefully watched the jesuit in order to keep step with him , and repeated his words like an echo .",22,"('carefully', 'soigneusement', 'cuidadosamente')",0
"so i did n't allude to this event when , that evening , i chanced to be alone with the captain in the lounge . besides , he seemed silent and preoccupied . then , contrary to custom , he ordered that both panels in the lounge be opened , and going from the one to the other , he carefully observed the watery mass . for what purpose ? i had n't a guess , and for my part , i spent my time studying the fish that passed before my eyes .",60,"('carefully', 'attentivement', 'atentamente')",1
"it was an instrument of excellent quality , a perfect pocket chronometer , which the reporter had not forgotten to wind up carefully every day .",22,"('carefully', 'soigneusement', 'cuidadosamente')",0
"it was made of oak wood , very carefully closed and covered with a thick hide , which was secured by copper nails .",8,"('carefully', 'soigneusement', 'cuidadosamente')",0
""" come on , come on ! "" said d’artagnan ; "" let us keep that paper carefully , perhaps i have not thrown away my half - pistole .",17,"('carefully', 'soigneusement', 'cuidadosamente')",0
"in the broad electric daylight , an enormous black mass , quite motionless , hung suspended in the midst of the waters . i observed it carefully , trying to find out the nature of this gigantic cetacean . then a sudden thought crossed my mind .",26,"('carefully', 'attentivement', 'atentamente')",1
"we were therefore walking upon sedimentary soil , the deposits of the waters of former ages . the professor was carefully examining every little fissure in the rocks . wherever he saw a hole he always wanted to know the depth of it . to him this was important .",20,"('carefully', 'attentivement', 'atentamente')",1
