text,ind,sense,label
"the next day -- the 21st of december -- the colonists descended to the beach , and having climbed the plateau they found nothing of ayrton .",22,"('find', 'trouver', 'encontrar')",0
"two hours passed away . milady ’s supper was brought in , and she was found deeply engaged in saying her prayers aloud -- prayers which she had learned of an old servant of her second husband , a most austere puritan .",15,"('find', 'trouver', 'encontrar')",0
"the matter was all explained to him , and the friends gave him to understand that among all his high connections he must find a place for kitty .",23,"('find', 'trouver', 'encontrar')",0
"he found some dry moss , and by striking together two pebbles he obtained some sparks , but the moss , not being inflammable enough , did not take fire , for the sparks were really only incandescent , and not at all of the same consistency as those which are emitted from flint when struck in the same manner .",1,"('find', 'trouver', 'encontrar')",0
""" now , "" continued aramis , "" as the ladies did not see the singer come back , and as he was found in the rue payenne with a great sword wound through his body , it was supposed that i had accommodated him thus ; and the matter created some scandal which obliged me to renounce the cassock for a time .",23,"('find', 'trouver', 'encontrar')",0
"at this the whole pack rose up into the air , and came flying down upon her : she gave a little scream , half of fright and half of anger , and tried to beat them off , and found herself lying on the bank , with her head in the lap of her sister , who was gently brushing away some dead leaves that had fluttered down from the trees upon her face .",40,"('find', 'trouver', 'encontrar')",0
""" we shall find it some day ! "" said gideon spilett .",3,"('find', 'trouver', 'encontrar')",0
it was thus athos found at home resources which he did not expect .,4,"('find', 'trouver', 'encontrar')",0
"i am afraid he sent that soup to where it would boil away to nothing , and martha took to her heels for safety . i followed her , and hardly knowing how i got there i found myself seated in my usual place .",37,"('find', 'trouver', 'encontrar')",0
"the next morning , when d’artagnan entered aramis ’s chamber , he found him at the window .",12,"('find', 'trouver', 'encontrar')",0
"ah ! if ever a reporter found himself face to face with a mystery , it is i who now speak to you , my friends ! """,6,"('find', 'trouver', 'encontrar')",0
""" and we will not return to granite house until we have found our benefactor , "" said herbert .",12,"('find', 'retrouver', 'encontrar')",1
""" yes , "" said the engineer , "" we will do all that it is humanly possible to do , but i repeat we shall not find him until he himself permits us . """,27,"('find', 'retrouver', 'encontrar')",1
"i was not reprimanded for leaving my bed ; people had something else to think about ; no explanation was afforded then to my many questions ; but a day or two afterwards i learned that miss temple , on returning to her own room at dawn , had found me laid in the little crib ; my face against helen burns 's shoulder , my arms round her neck .",49,"('find', 'trouver', 'encontrar')",0
how was he going to find athos ? should he find him at all ?,5,"('find', 'retrouver', 'encontrar')",1
how was he going to find athos ? should he find him at all ?,10,"('find', 'retrouver', 'encontrar')",1
"now , of these three well - watered valleys , either might have served as a retreat to some solitary who would have found there everything necessary for life .",23,"('find', 'trouver', 'encontrar')",0
""" certainly , "" answered the reporter , "" and nothing is easier than to place in the hut , which was captain grant 's and ayrton 's dwelling , a notice which lord glenarvan and his crew can not help finding , giving the position of our island . """,41,"('find', 'trouver', 'encontrar')",0
"i could not tell : nothing answered me ; i then ordered my brain to find a response , and quickly .",15,"('find', 'trouver', 'encontrar')",0
"they reached the rue st . honore , and in the place du palais - cardinal they found the twelve invited musketeers , walking about in expectation of their comrades .",17,"('find', 'trouver', 'encontrar')",0
"the next day , when felton entered milady ’s apartment he found her standing , mounted upon a chair , holding in her hands a cord made by means of torn cambric handkerchiefs , twisted into a kind of rope one with another , and tied at the ends . at the noise felton made in entering , milady leaped lightly to the ground , and tried to conceal behind her the improvised cord she held in her hand .",11,"('find', 'trouver', 'encontrar')",0
"felton turned his eyes toward the part of the wall of the apartment before which he had found milady standing in the armchair in which she was now seated , and over her head he perceived a gilt - headed screw , fixed in the wall for the purpose of hanging up clothes or weapons .",17,"('find', 'trouver', 'encontrar')",0
"when our good martha wanted to go to market , she found the door locked . the big key was gone . who could have taken it out ? assuredly , it was my uncle , when he returned the night before from his hurried walk .",11,"('find', 'trouver', 'encontrar')",0
"he traversed a corridor , crossed a grand saloon , entered a library , and found himself in the presence of a man seated at a desk and writing .",15,"('find', 'trouver', 'encontrar')",0
""" while fighting and retreating , as i have told monseigneur , he found the door of the cellar stairs behind him , and as the door was open , he took out the key , and barricaded himself inside .",13,"('find', 'trouver', 'encontrar')",0
""" place confidence in me , madame ; do me that honor , my queen , and i will find a messenger . """,19,"('find', 'trouver', 'encontrar')",0
""" he would discover many things in you he could not have expected to find ? some of your accomplishments are not ordinary . """,14,"('find', 'trouver', 'encontrar')",0
"the path , already trodden under the evergreen trees , was found , and at nine o'clock cyrus harding and his companions had reached the western border of the forest .",11,"('find', 'retrouver', 'encontrar')",1
""" then he is there ? i shall find him there ? """,8,"('find', 'retrouver', 'encontrar')",1
"nevertheless , let not your majesty be uneasy , we will find means . """,11,"('find', 'trouver', 'encontrar')",0
