text,ind,sense,label
"this was the last straw , and it resulted in arousing public passions all over again . indeed , from this moment on , any maritime casualty without an established cause was charged to the monster 's account . this outrageous animal had to shoulder responsibility for all derelict vessels , whose numbers are unfortunately considerable , since out of those 3,000 ships whose losses are recorded annually at the marine insurance bureau , the figure for steam or sailing ships supposedly lost with all hands , in the absence of any news , amounts to at least 200 !",75,"('figure', 'chiffre', 'cifrar')",0
"what was the bond between these heroic souls and the soul of captain nemo ? from this collection of portraits could i finally unravel the mystery of his existence ? was he a fighter for oppressed peoples , a liberator of enslaved races ? had he figured in the recent political or social upheavals of this century ? was he a hero of that dreadful civil war in america , a war lamentable yet forever glorious . . . ?",46,"('figure', 'figurer', 'participar')",1
""" sir , i understand perfectly how your nets can furnish excellent fish for your table ; i understand less how you can chase aquatic game in your underwater forests ; but how a piece of red meat , no matter how small , can figure in your menu , that i do n't understand at all . """,45,"('figure', 'figure', 'figurar')",2
"in the midst of the stone mazes furrowing this atlantic seafloor , captain nemo moved forward without hesitation . he knew this dark path . no doubt he had often traveled it and was incapable of losing his way . i followed him with unshakeable confidence . he seemed like some spirit of the sea , and as he walked ahead of me , i marveled at his tall figure , which stood out in black against the glowing background of the horizon .",69,"('figure', 'stature', 'estatura')",3
"as i said , commander farragut had carefully equipped his ship with all the gear needed to fish for a gigantic cetacean . no whaling vessel could have been better armed . we had every known mechanism , from the hand - hurled harpoon , to the blunderbuss firing barbed arrows , to the duck gun with exploding bullets . on the forecastle was mounted the latest model breech - loading cannon , very heavy of barrel and narrow of bore , a weapon that would figure in the universal exhibition of 1867 . made in america , this valuable instrument could fire a four - kilogram conical projectile an average distance of sixteen kilometers without the least bother .",86,"('figure', 'figurer', 'figurar')",4
"then , observation being taken of what remained of this shoal , which must henceforward figure on the charts of the pacific , the order was given to make all sail .",15,"('figure', 'figurer', 'figurar')",4
""" bosh ! "" ned replied . "" you can make figures do anything you want ! """,11,"('figure', 'chiffre', 'cifrar')",0
"some moments later , we saw a dozen crewmen set foot on the shelf of ice , among them ned land , easily recognized by his tall figure . captain nemo was with them .",27,"('figure', 'taille', 'estatura')",5
""" yes . . . indeed . . . maybe , "" the canadian replied , staggered by these figures but still not willing to give in .",19,"('figure', 'chiffre', 'cifrar')",0
some figures,1,"('figure', 'chiffre', 'cifrar')",0
"this logic , backed up by figures , left me without a single objection .",6,"('figure', 'chiffre', 'cifrar')",0
""" what do you figure , then ? """,4,"('figure', 'supposer', 'suponer')",6
"the engineer then took a flat stone which he had brought back from one of his previous excursions , a sort of slate , on which it was easy to trace figures with a sharp shell .",31,"('figure', 'chiffre', 'número')",7
""" nothing is easier , "" said i , putting down figures in my note book . "" nine times a hundred and twenty - five feet gives a depth of eleven hundred and twenty - five feet . """,11,"('figure', 'chiffre', 'libreta')",8
"there he was , sure enough , a small urchin with a little bundle upon his shoulder , toiling slowly up the hill . when he reached the crest i saw the ragged uncouth figure outlined for an instant against the cold blue sky . he looked round him with a furtive and stealthy air , as one who dreads pursuit . then he vanished over the hill .",34,"('figure', 'silhouette', 'figurar')",9
""" yes , or figures are of no use . """,4,"('figure', 'chiffre', 'guarismo')",10
""" oh , with figures you may prove anything ! """,4,"('figure', 'chiffre', 'guarismo')",10
""" but rest assured , "" i added , "" that between passengers , seamen , or officers , we do n't total one - tenth of that figure . """,28,"('figure', 'chiffre', 'cifrar')",0
a tall man had stepped from the shadow of the porch to open the door of the wagonette . the figure of a woman was silhouetted against the yellow light of the hall . she came out and helped the man to hand down our bags .,20,"('figure', 'silhouette', 'figurar')",9
"indeed , the name of bernajoux was known to all the world , d’artagnan alone excepted , perhaps ; for it was one of those which figured most frequently in the daily brawls which all the edicts of the cardinal could not repress .",26,"('figure', 'figurer', 'figurar')",4
"but , having reached this point of conjecture , mrs . poole 's square , flat figure , and uncomely , dry , even coarse face , recurred so distinctly to my mind 's eye , that i thought , "" no ; impossible ! my supposition can not be correct .",16,"('figure', 'figure', 'figurar')",2
"this produce of the chase was brought back to granite house , and figured at the evening repast .",13,"('figure', 'figurer', 'figurar')",4
the troop of friends saw it gain the opposite bank ; the figures were defined like black shadows on the red - tinted horizon .,12,"('figure', 'personnage', 'personaje')",11
""" no mistake at all . "" "" perhaps you have read the figures wrong -- it may be two thousand ! """,13,"('figure', 'chiffre', 'cifrar')",0
the heat increases . i refer to the thermometer ; it indicates . . . ( the figure is obliterated ) .,17,"('figure', 'chiffre', 'cifrar')",0
"the wind was blowing from the southwest , initially a stiff breeze , in other words , with a speed of fifteen meters per second , which built to twenty - five meters near three o'clock in the afternoon . this is the figure for major storms .",43,"('figure', 'chiffre', 'cifrar')",0
""" so , professor aronnax , "" he went on after thinking for a few moments , "" you have n't figured out what people do when they ca n't escape from their prison ? """,21,"('figure', 'deviner', 'adivino')",12
