text,sense,label,ind,new_label
""" i think so too , miss . bessie said she was sure you would not refuse : but i suppose you will have to ask leave before you can get off ? ""","('refuse', 'refuser', 'negar')",0,16,0
""" but the queen will perhaps refuse to obey . ""","('refuse', 'refuser', 'negar')",0,6,0
"this idea soon became so insupportable to her that at the risk of whatever terrible consequences might result to herself from it , she implored the captain to put her on shore ; but the captain , eager to escape from his false position -- placed between french and english cruisers , like the bat between the mice and the birds -- was in great haste to regain england , and positively refused to obey what he took for a woman ’s caprice , promising his passenger , who had been particularly recommended to him by the cardinal , to land her , if the sea and the french permitted him , at one of the ports of brittany , either at lorient or brest . but the wind was contrary , the sea bad ; they tacked and kept offshore .","('refuse', 'refuser', 'negar')",1,72,0
"neb had not eaten anything for several hours , but he refused them .","('refuse', 'refuser', 'negar')",1,11,0
"however proud you may be , you will not refuse to accept one of them , and to request your three companions to accept the others -- that is , in order to make war against us .","('refuse', 'refuser', 'negar')",0,9,0
"the engineer 's first idea , on counting the people on the deck of the "" bonadventure , "" was that pencroft had not found the castaway of tabor island , or at any rate that the unfortunate man had refused to leave his island and change one prison for another .","('refuse', 'refuser', 'negar')",0,40,0
""" because , as i said , without you i can do nothing ; and i am afraid you will refuse me the favor i come to ask if you do not know to what end i ask it . ""","('refuse', 'refuser', 'negar')",0,20,0
"unfortunately the legs began to refuse their service to this bony machine . during the last five or six months that this weakness had been felt , the worthy procurator had nearly become the slave of his wife .","('refuse', 'refuser', 'negar')",1,5,0
""" you refuse ? ""","('refuse', 'refuser', 'negar')",0,2,0
"athos repeated to him the same question he had asked the first person he met . the night watch evinced the same terror , refused , in his turn , to accompany athos , and only pointed with his hand to the road he was to take .","('refuse', 'refuser', 'negar')",1,24,0
""" exactly . she married an artist named lyons , who came sketching on the moor . he proved to be a blackguard and deserted her . the fault from what i hear may not have been entirely on one side . her father refused to have anything to do with her because she had married without his consent , and perhaps for one or two other reasons as well . so , between the old sinner and the young one the girl has had a pretty bad time . ""","('refuse', 'refuser', 'negar')",0,44,0
"then he explained to him the cause of his visit , and the service he required of him . but scarcely had he expressed his request when the unknown , who remained standing before the musketeer , drew back with signs of terror , and refused .","('refuse', 'refuser', 'negar')",1,45,0
""" nonsense ! "" returned the reporter ; "" do you think that if lord glenarvan 's yacht had appeared at tabor island , while he was still living there , ayrton would have refused to depart ? ""","('refuse', 'refuser', 'negar')",0,34,0
"almost desperate , i asked for half a cake ; she again refused . "" how could she tell where i had got the handkerchief ? "" she said .","('refuse', 'refuser', 'negar')",0,12,0
""" yes ; he once came down to visit sir charles . he is a man of venerable appearance and of saintly life . i remember that he refused to accept any settlement from sir charles , though he pressed it upon him . ""","('refuse', 'refuser', 'negar')",0,28,0
""" so from that time , monsieur , "" continued the latter , "" we have led the most miserable life imaginable ; for you must know , monsieur , that all our provisions are in the cellar . there is our wine in bottles , and our wine in casks ; the beer , the oil , and the spices , the bacon , and sausages . and as we are prevented from going down there , we are forced to refuse food and drink to the travelers who come to the house ; so that our hostelry is daily going to ruin .","('refuse', 'refuser', 'negar')",0,82,0
"my wife has perhaps requested permission of monsieur athos to go into the cellar to satisfy these gentlemen ; and he , as usual , has refused .","('refuse', 'refuser', 'negar')",0,26,0
"returned home with athos , aramis and porthos inquired eagerly the cause of the strange interview ; but d’artagnan confined himself to telling them that m. de richelieu had sent for him to propose to him to enter into his guards with the rank of ensign , and that he had refused .","('refuse', 'refuser', 'negar')",1,51,0
"d’artagnan refused ; but thinking the opportunity a good one , he begged him to have the diamond he put into his hand valued , as he wished to turn it into money .","('refuse', 'refuser', 'negar')",1,1,0
"that is the hour when i am expected . "" "" madame , "" said the young man , bowing ; "" i can refuse nothing asked of me thus . be content ; i will depart . ""","('refuse', 'refuser', 'negar')",0,24,0
""" i have refused to marry him-- ""","('refuse', 'refuser', 'negar')",0,3,0
i am astonished you found courage to refuse his hand .,"('refuse', 'refuser', 'negar')",1,7,0
"they agreed readily , for their walk had sharpened their appetites ; and although it was not their usual dinner - hour , no one refused to strengthen himself with a piece of venison .","('refuse', 'refuser', 'negar')",0,25,0
""" i have the honor to inform your majesty , "" continued m. de treville , in the same tone , "" that a party of procureurs , commissaries , and men of the police -- very estimable people , but very inveterate , as it appears , against the uniform -- have taken upon themselves to arrest in a house , to lead away through the open street , and throw into the fort l’eveque , all upon an order which they have refused to show me , one of my , or rather your musketeers , sire , of irreproachable conduct , of an almost illustrious reputation , and whom your majesty knows favorably , monsieur athos . ""","('refuse', 'refuser', 'negar')",0,84,0
""" i do n’t know what you mean , "" replied felton , quietly , "" and i am ignorant of whom you are speaking , my lord . i killed the duke of buckingham because he twice refused you yourself to appoint me captain ; i have punished him for his injustice , that is all . ""","('refuse', 'refuser', 'negar')",1,38,0
"the procurator , seeing he was going , invited him to dinner -- an invitation which the musketeer refused with a majestic air .","('refuse', 'refuser', 'negar')",1,18,0
""" well , "" said he , "" they likewise have refused me . ""","('refuse', 'refuser', 'negar')",1,11,0
