text,sense,label,ind,new_label
"then coal and ore were arranged in heaps and in successive layers , as the charcoal - burner does with the wood which he wishes to carbonize .","('coal', 'charbon', 'carbón')",0,1,0
"in this way , under the influence of the air projected by the blowing - machine , the coal would be transformed into carbonic acid , then into oxide of carbon , its use being to reduce the oxide of iron , that is to say , to rid it of the oxygen .","('coal', 'charbon', 'carbón')",0,18,0
"during the month of july the cold was intense , but there was no lack of either wood or coal .","('coal', 'charbon', 'carbón')",0,19,0
"five days after , the kiln was supplied with coal , which the engineer had discovered lying open to the sky towards the mouth of the red creek , and the first smoke escaped from a chimney twenty feet high .","('coal', 'charbon', 'carbón')",1,9,0
"now steel is a combination of iron and coal , which is extracted , either from the liquid ore , by taking from it the excess of coal , or from the iron by adding to it the coal which was wanting .","('coal', 'charbon', 'carbón')",0,8,0
"now steel is a combination of iron and coal , which is extracted , either from the liquid ore , by taking from it the excess of coal , or from the iron by adding to it the coal which was wanting .","('coal', 'charbon', 'carbón')",0,27,0
"now steel is a combination of iron and coal , which is extracted , either from the liquid ore , by taking from it the excess of coal , or from the iron by adding to it the coal which was wanting .","('coal', 'charbon', 'carbón')",0,38,0
""" by the want of coal , which may justly be called the most precious of minerals . ""","('coal', 'charbon', 'carbón')",0,5,0
""" accordingly , professor , i do n't extract it with batteries ; quite simply , i utilize the heat of coal from the earth . ""","('coal', 'charbon', 'carbón')",0,21,0
""" four hours ; long enough to get in her coal . it is thirteen hundred and ten miles from suez to aden , at the other end of the red sea , and she has to take in a fresh coal supply . ""","('coal', 'charbon', 'carbón')",0,10,0
"a few moments after , the funnel of the henrietta vomited forth torrents of smoke . the vessel continued to proceed with all steam on ; but on the 18th , the engineer , as he had predicted , announced that the coal would give out in the course of the day .","('coal', 'charbon', 'carbón')",0,42,0
"henceforward all the loads , wood , coal , provisions , and even the settlers themselves , were hoisted by this simple system , which replaced the primitive ladder , and , as may be supposed , no one thought of regretting the change .","('coal', 'charbon', 'carbón')",0,7,0
"but it would be easy to make some guncotton , or even ordinary powder , as we have azotic acid , saltpeter , sulphur , and coal .","('coal', 'charbon', 'carbón')",0,26,0
"now the beach supplied sand , lime supplied chalk , sea - weeds supplied soda , pyrites supplied sulphuric acid , and the ground supplied coal to heat the kiln to the wished - for temperature .","('coal', 'charbon', 'carbón')",1,25,0
""" however , "" resumed gideon spilett , "" you do not deny that some day the coal will be entirely consumed ? ""","('coal', 'charbon', 'carbón')",0,17,0
