text,sense,label,ind,new_label
"returning to her own room , kitty had thrown the purse into a corner , where it lay open , disgorging three or four gold pieces on the carpet .","('piece', 'pièce', 'pieza')",0,25,0
"to complete the exact inventory of all our travelling accompaniments , i must not forget a pocket medicine chest , containing blunt scissors , splints for broken limbs , a piece of tape of unbleached linen , bandages and compresses , lint , a lancet for bleeding , all dreadful articles to take with one . then there was a row of phials containing dextrine , alcoholic ether , liquid acetate of lead , vinegar , and ammonia drugs which afforded me no comfort . finally , all the articles needful to supply ruhmkorff 's apparatus .","('piece', 'pièce', 'pieza')",0,30,0
"our two inhabitants of the other hemisphere amused themselves greatly with what they saw . the quoits were large , round pieces , yellow , red , and green , which cast a most glorious luster . our travelers picked some of them up , and they proved to be gold , emeralds , rubies , and diamonds ; the least of which would have been the greatest ornament to the superb throne of the great mogul .","('piece', 'pièce', 'pieza')",0,21,0
""" oh , sire ! "" cried the four companions , with one voice , "" we would allow ourselves to be cut to pieces in your majesty ’s service . ""","('piece', 'morceau', 'trozo')",1,24,1
"as soon as dinner was over , both candide and cacambo thought they should pay very handsomely for their entertainment by laying down two of those large gold pieces which they had picked off the ground ; but the landlord and landlady burst into a fit of laughing and held their sides for some time .","('piece', 'pièce', 'pieza')",0,28,0
"it was even probable that if some piece of game did fall into his clutches , none would be left for the hunters , if top was hunting on his own account ; but neb watched him and he did well .","('piece', 'pièce', 'pieza')",0,7,0
"after working an hour , pencroft , who was in a complete state of perspiration , threw down the pieces of wood in disgust .","('piece', 'morceau', 'pedazo')",2,19,2
"the fight was therefore prolonged for some seconds ; but at length d’artagnan dropped his sword , which was broken in two pieces by the blow of a stick .","('piece', 'morceau', 'trozo')",1,22,1
"pencroft took the piece of paper which the reporter held out to him , and knelt down before the fireplace .","('piece', 'morceau', 'pedazo')",2,3,2
"at the two stations the wire was wound round a magnet , that is to say , round a piece of soft iron surrounded with a wire .","('piece', 'morceau', 'pedazo')",2,19,2
"as to the guns obtained from the brig , they were pretty pieces of ordnance , which , at pencroft 's entreaty , were hoisted by means of tackle and pulleys , right up into granite house ; embrasures were made between the windows , and the shining muzzles of the guns could soon be seen through the granite cliff .","('piece', 'pièce', 'pieza')",0,12,0
"on this ground he placed a layer of branches and chopped wood , on which were piled some pieces of shistose pyrites , buttressed one against the other , the whole being covered with a thin layer of pyrites , previously reduced to the size of a nut .","('piece', 'morceau', 'trozo')",1,18,1
"there it was examined by the colonists , who found that it was a fragment of ayrton 's waistcoat , a piece of that felt , manufactured solely by the granite house factory .","('piece', 'morceau', 'pedazo')",2,21,2
"the english , repulsed foot by foot , beaten in all encounters , and defeated in the passage of the isle of loie , were obliged to re - embark , leaving on the field of battle two thousand men , among whom were five colonels , three lieutenant colonels , two hundred and fifty captains , twenty gentlemen of rank , four pieces of cannon , and sixty flags , which were taken to paris by claude de st . simon , and suspended with great pomp in the arches of notre dame .","('piece', 'pièce', 'pieza')",0,63,0
and now the pieces were as brilliant as if they had been on board a frigate of the united states navy .,"('piece', 'pièce', 'pieza')",0,3,0
"a tremendous report was heard , but the piece had held good , and the colonists rushing to the windows , saw the shot graze the rocks of mandible cape , nearly five miles from granite house , and disappear in shark gulf .","('piece', 'pièce', 'pieza')",0,8,0
only it had the inconvenience of necessitating the sacrifice of a piece of handkerchief .,"('piece', 'morceau', 'pedazo')",2,11,2
