text,sense,label,ind,new_label
"felton had fallen ; but there was still another step to be taken . he must be retained , or rather he must be left quite alone ; and milady but obscurely perceived the means which could lead to this result .","('rather', 'plutôt', 'mejor')",0,20,0
""" alas ! we have no fire , "" said pencroft , "" or rather , captain , we have it no longer ! ""","('rather', 'plutôt', 'mejor')",0,14,0
"you are my friend today ; tomorrow you will be no more to me than a shadow , or rather , even , you will no longer exist .","('rather', 'plutôt', 'mejor')",0,19,0
""" what is that ? "" asked the queen , who did not understand , or rather was not willing to understand .","('rather', 'plutôt', 'mejor')",0,16,0
""" say , rather , into the region where we balance probabilities and choose the most likely . it is the scientific use of the imagination , but we have always some material basis on which to start our speculation . now , you would call it a guess , no doubt , but i am almost certain that this address has been written in a hotel . ""","('rather', 'plutôt', 'más')",1,3,1
"music had stirred him like that . music had troubled him many times . but music was not articulate . it was not a new world , but rather another chaos , that it created in us . words ! mere words ! how terrible they were ! how clear , and vivid , and cruel ! one could not escape from them . and yet what a subtle magic there was in them ! they seemed to be able to give a plastic form to formless things , and to have a music of their own as sweet as that of viol or of lute . mere words ! was there anything so real as words ?","('rather', 'plutôt', 'más')",1,28,1
"he flew , then , rather than walked , toward the convent of the carmes dechausses , or rather deschaux , as it was called at that period , a sort of building without a window , surrounded by barren fields -- an accessory to the preaux - clercs , and which was generally employed as the place for the duels of men who had no time to lose .","('rather', 'plutôt', 'más')",1,5,1
"he flew , then , rather than walked , toward the convent of the carmes dechausses , or rather deschaux , as it was called at that period , a sort of building without a window , surrounded by barren fields -- an accessory to the preaux - clercs , and which was generally employed as the place for the duels of men who had no time to lose .","('rather', 'plutôt', 'mejor')",0,18,0
"aramis made a bound , seized the letter , read it , or rather devoured it , his countenance radiant .","('rather', 'plutôt', 'mejor')",0,13,0
""" yes , "" replied spilett , "" a mountain which must be rather high-- ""","('rather', 'assez', 'bastante')",2,13,2
"almost instantly a female head was put out at the window , with two fingers placed upon her mouth , either to enjoin silence or to send him a kiss . d’artagnan uttered a slight cry of joy ; this woman , or rather this apparition -- for the carriage passed with the rapidity of a vision -- was mme . bonacieux .","('rather', 'plutôt', 'mejor')",0,43,0
"one might have said that twenty men , or rather twenty mad devils , were fighting . ""","('rather', 'plutôt', 'mejor')",0,9,0
