text,sense,label,ind,new_label
"this explanation given , the subject was dropped , and no further reference made to it by either mr . rivers or his sisters .","('subject', 'sujet', 'temer')",0,5,0
"alice did not at all like the tone of this remark , and thought it would be as well to introduce some other subject of conversation . while she was trying to fix on one , the cook took the cauldron of soup off the fire , and at once set to work throwing everything within her reach at the duchess and the baby --the fire - irons came first ; then followed a shower of saucepans , plates , and dishes . the duchess took no notice of them even when they hit her ; and the baby was howling so much already , that it was quite impossible to say whether the blows hurt it or not .","('subject', 'sujet', 'temer')",0,23,0
"i leave both the choice of subject and the manner of treating it entirely to yourself . ""","('subject', 'sujet', 'temer')",0,6,0
"and now , what were ned land 's views on this question of a marine monster ? i must admit that he flatly did n't believe in the unicorn , and alone on board , he did n't share the general conviction . he avoided even dealing with the subject , for which one day i felt compelled to take him to task .","('subject', 'sujet', 'temer')",0,49,0
"d’artagnan , whose inquiring disposition we are acquainted with , had not -- whatever interest he had in satisfying his curiosity on this subject -- been able to assign any cause for these fits of for the periods of their recurrence .","('subject', 'sujet', 'temer')",0,23,0
""" what can i do for you , mr . gray ? "" he said , rubbing his fat freckled hands . "" i thought i would do myself the honour of coming round in person . i have just got a beauty of a frame , sir . picked it up at a sale . old florentine . came from fonthill , i believe . admirably suited for a religious subject , mr . gray . ""","('subject', 'sujet', 'temer')",0,71,0
""" when america was discovered , "" said the radical member-- and he began to give some wearisome facts . like all people who try to exhaust a subject , he exhausted his listeners . the duchess sighed and exercised her privilege of interruption .","('subject', 'sujet', 'temer')",0,28,0
"this affirmation appeared to dispel all doubts with regard to the baldric . they continued to admire it , but said no more about it ; and with a rapid change of thought , the conversation passed suddenly to another subject .","('subject', 'sujet', 'temer')",0,40,0
""" my dear dorian , it is quite true . i am analysing women at present , so i ought to know . the subject is not so abstruse as i thought it was . i find that , ultimately , there are only two kinds of women , the plain and the coloured . the plain women are very useful . if you want to gain a reputation for respectability , you have merely to take them down to supper . the other women are very charming . they commit one mistake , however . they paint in order to try and look young . our grandmothers painted in order to try and talk brilliantly . rouge and esprit used to go together . that is all over now . as long as a woman can look ten years younger than her own daughter , she is perfectly satisfied .","('subject', 'sujet', 'temer')",0,24,0
the subject seemed strangely chosen for an infant singer ; but i suppose the point of the exhibition lay in hearing the notes of love and jealousy warbled with the lisp of childhood ; and in very bad taste that point was : at least i thought so .,"('subject', 'sujet', 'temer')",0,1,0
""" actually he 's right , "" i said . "" i 've heard about that picture . but the subject it portrays is taken from a legend , and you know how to rate legends in matters of natural history ! besides , when it 's an issue of monsters , the human imagination always tends to run wild . people not only claimed these devilfish could drag ships under , but a certain olaus magnus tells of a cephalopod a mile long that looked more like an island than an animal . there 's also the story of how the bishop of trondheim set up an altar one day on an immense rock . after he finished saying mass , this rock started moving and went back into the sea . the rock was a devilfish . ""","('subject', 'sujet', 'temer')",0,20,0
""" you have presented an inch or two of it to my examination all the time that you have been talking . it would be a poor expert who could not give the date of a document within a decade or so . you may possibly have read my little monograph upon the subject . i put that at 1730 . ""","('subject', 'sujet', 'temer')",0,53,0
""" you know not the subject of their conversation ? ""","('subject', 'sujet', 'temer')",0,5,0
""" an admirable subject ! "" cried the jesuit .","('subject', 'sujet', 'temer')",0,3,0
"i should find myself , therefore , more at my ease , facilus natans , in a subject of my own choice , which would be to these hard theological questions what morals are to metaphysics in philosophy . ""","('subject', 'sujet', 'temer')",0,17,0
"it may be easily imagined how the relationship between aramis and a seamstress who called the queen her sister amused the young men ; but aramis , after having blushed two or three times up to the whites of his eyes at the gross pleasantry of porthos , begged his friends not to revert to the subject again , declaring that if a single word more was said to him about it , he would never again implore his cousins to interfere in such affairs .","('subject', 'sujet', 'temer')",0,56,0
"the moral life of man forms part of the subject - matter of the artist , but the morality of art consists in the perfect use of an imperfect medium . no artist desires to prove anything . even things that are true can be proved .","('subject', 'sujet', 'temer')",0,9,0
in the evening he recurred to the subject of his own accord .,"('subject', 'sujet', 'temer')",0,7,0
