text,ind,sense,label
"the tide was already strong , for in three days the moon would be full , and it was enough to keep the boat in the center of the current , where it floated swiftly along between the high banks without its being necessary to increase its speed by the aid of the oars .",23,"('boat', 'pirogue', 'piragua')",0
""" yes , "" i said , "" it 's a sad occupation , and one that exists only to gratify the whims of fashion . but tell me , captain , how many oysters can a boat fish up in a workday ? """,37,"('boat', 'bateau', 'barco')",1
"they entered the roadstead ; but as they drew near in order to cast anchor , a little cutter , looking like a coastguard formidably armed , approached the merchant vessel and dropped into the sea a boat which directed its course to the ladder .",37,"('boat', 'canot', 'botar')",2
"this boat contained an officer , a mate , and eight rowers . the officer alone went on board , where he was received with all the deference inspired by the uniform .",1,"('boat', 'canot', 'botar')",2
""" american exchange , strand — to be left till called for . they are both from the guion steamship company , and refer to the sailing of their boats from liverpool . it is clear that this unfortunate man was about to return to new york . """,29,"('boat', 'bateau', 'buque')",3
"then the vessel resumed its course , still escorted by the little cutter , which sailed side by side with it , menacing it with the mouths of its six cannon . the boat followed in the wake of the ship , a speck near the enormous mass .",33,"('boat', 'barque', 'barca')",4
"the officer desired to have milady ’s packages pointed out to him , and ordered them to be placed in the boat . when this operation was complete , he invited her to descend by offering her his hand .",21,"('boat', 'canot', 'botar')",2
"accepting the hand of the officer , she began the descent of the ladder , at the foot of which the boat waited .",21,"('boat', 'canot', 'botar')",2
"the eight oars fell at once into the sea , making but a single sound , giving but a single stroke , and the boat seemed to fly over the surface of the water .",24,"('boat', 'canot', 'botar')",2
"the voyage was continued , and as the mercy appeared to flow not towards the shore , but rather towards mount franklin , it was decided that they should use the boat as long as there was enough water under its keel to float it .",31,"('boat', 'pirogue', 'piragua')",0
"by january 2 we had fared 11,340 miles , hence 5,250 leagues , from our starting point in the seas of japan . before the nautilus 's spur there stretched the dangerous waterways of the coral sea , off the northeast coast of australia . our boat cruised along a few miles away from that daunting shoal where captain cook 's ships wellnigh miscarried on june 10 , 1770 . the craft that cook was aboard charged into some coral rock , and if his vessel did n't go down , it was thanks to the circumstance that a piece of coral broke off in the collision and plugged the very hole it had made in the hull .",46,"('boat', 'bateau', 'barco')",1
"a boat would be seen where a man may glide between wind and water . """,1,"('boat', 'pirogue', 'piragua')",0
