text,ind,sense,label
this confirmed milady in her opinion that the abbess was rather royalist than cardinalist .,5,"('opinion', 'opinion', 'opinión')",0
"in fact , m. bonacieux , having left his house at seven o’clock in the evening to go to the louvre , never appeared again in the rue des fossoyeurs ; the opinion of those who seemed to be best informed was that he was fed and lodged in some royal castle , at the expense of his generous eminence .",32,"('opinion', 'avis', 'opinión')",1
"what is your opinion on the matter ? """,3,"('opinion', 'opinion', 'opinión')",0
""" my opinion , "" said pencroft , "" is that , whoever he may be , he is a brave man , and he has my esteem ! """,2,"('opinion', 'opinion', 'opinión')",0
""" i am of neb 's opinion , "" said gideon spilett , "" but that is no reason for not attempting the adventure .",6,"('opinion', 'avis', 'parecer')",2
""" what ! "" said cacambo , "" have you no monks among you to dispute , to govern , to intrigue , and to burn people who are not of the same opinion with themselves ? """,33,"('opinion', 'avis', 'parecer')",2
""" do you take us for fools ? "" said the old man . "" here we are all of one opinion , and know not what you mean by your monks . """,21,"('opinion', 'avis', 'parecer')",2
""" i say i am entirely of porthos ’s opinion , "" replied aramis .",9,"('opinion', 'avis', 'opinión')",1
""" i am of aramis ’s opinion , "" said porthos .",6,"('opinion', 'avis', 'opinión')",1
giving him to understand that the police would deal with him pretty severely for having sought a quarrel with a great lord -- for the opinion of the host the stranger could be nothing less than a great lord -- he insisted that notwithstanding his weakness d’artagnan should get up and depart as quickly as possible .,25,"('opinion', 'avis', 'opinión')",1
"the engineer had previously made known to him the result of the exploration which he had made the day before , and on this point the reporter shared harding 's opinion , that although he had found nothing , a secret still remained to be discovered !",30,"('opinion', 'opinion', 'opinión')",0
""" is that your opinion , pencroft ? "" asked the engineer .",4,"('opinion', 'avis', 'parecer')",2
"and he looked round to see if anybody partook of his opinion ; but on the contrary , he saw nothing but eager eyes which were devouring , in anticipation , that sublime fowl which was the object of his contempt .",11,"('opinion', 'opinion', 'opinión')",0
"herbert did not hesitate to affirm that some animal of the feline species had passed there , which justified the engineer 's opinion that dangerous beasts existed in lincoln island .",22,"('opinion', 'opinion', 'opinión')",0
"in all probability , and such was also herbert 's opinion , some had been left by formidable wild beasts which doubtless would give them some trouble ; but nowhere did they observe the mark of an axe on the trees , nor the ashes of a fire , nor the impression of a human foot . on this they might probably congratulate themselves , for on any land in the middle of the pacific the presence of man was perhaps more to be feared than desired .",10,"('opinion', 'opinion', 'opinión')",0
"the opinion of athos was that it was indeed she ; but less preoccupied by that pretty face than d’artagnan , he had fancied he saw a second head , a man ’s head , inside the carriage .",1,"('opinion', 'avis', 'opinión')",1
""" and yet , "" said aramis , "" i am somewhat of porthos ’s opinion . """,15,"('opinion', 'avis', 'opinión')",1
""" ah , ah ! "" said aramis , "" the black points and the red points are visibly enlarging . i am of d’artagnan ’s opinion ; we have no time to lose in regaining our camp . """,26,"('opinion', 'avis', 'opinión')",1
""" gentlemen , "" said athos , "" my opinion is that it is not proper to allow lackeys to have anything to do in such an affair . a secret may , by chance , be betrayed by gentlemen ; but it is almost always sold by lackeys . """,9,"('opinion', 'avis', 'opinión')",1
"when he had passed one group he began to breathe more freely ; but he could not help observing that they turned round to look at him , and for the first time in his life d’artagnan , who had till that day entertained a very good opinion of himself , felt ridiculous .",47,"('opinion', 'opinion', 'opinión')",0
"' nobody asked your opinion , ' said alice .",4,"('opinion', 'avis', 'opinión')",1
""" that is my opinion . """,4,"('opinion', 'avis', 'parecer')",2
"i do n’t ask porthos ; his opinion has been given . """,7,"('opinion', 'avis', 'opinión')",1
""" say no more about it ? that ’s your opinion ! "" replied porthos .",10,"('opinion', 'opinion', 'opinión')",0
"gideon spilett approved of the sailor 's opinion that it was best not to divide , and herbert was obliged to give up his project ; but two large tears fell from his eyes .",7,"('opinion', 'opinion', 'opinión')",0
"it is time to relate what a change took place in english public opinion when it transpired that the real bankrobber , a certain james strand , had been arrested , on the 17th day of december , at edinburgh . three days before , phileas fogg had been a criminal , who was being desperately followed up by the police ; now he was an honourable gentleman , mathematically pursuing his eccentric journey round the world .",13,"('opinion', 'opinion', 'opinión')",0
""" that is poisson 's opinion , my uncle , nothing more . """,5,"('opinion', 'avis', 'opinión')",1
""" your opinion is very admissible indeed , my dear spilett , "" answered cyrus harding , "" and it is evidently to the proximity of icebergs that we owe our rigorous winters .",2,"('opinion', 'opinion', 'opinión')",0
the opinion of athos was that d’artagnan had lost his letter in the skirmish .,1,"('opinion', 'avis', 'opinión')",1
""" madame de lannoy , then , is of opinion that she gave them to buckingham ? """,9,"('opinion', 'opinion', 'opinión')",0
"milady had , then , made a breach by her false virtue in the opinion of a man horribly prejudiced against her , and by her beauty in the heart of a man hitherto chaste and pure .",14,"('opinion', 'opinion', 'opinión')",0
""" in short , would you like to know my opinion , my dear spilett ? """,10,"('opinion', 'opinion', 'opinión')",0
"i well remember that suggestions arising from this ballad , led us into a train of thought wherein there became manifest an opinion of usher ’s which i mention not so much on account of its novelty ( for other men * have thought thus ) , as on account of the pertinacity with which he maintained it .",22,"('opinion', 'opinion', 'opinión')",0
"this opinion , in its general form , was that of the sentience of all vegetable things .",1,"('opinion', 'opinion', 'opinión')",0
""" ah , conseil my friend , you saved the best for last , in my opinion anyhow ! and that 's all of ' em ? """,16,"('opinion', 'avis', 'opinión')",1
""" i always said that d’artagnan had the longest head of the four , "" said athos , who , having uttered his opinion , to which d’artagnan replied with a bow , immediately resumed his accustomed silence .",23,"('opinion', 'opinion', 'opinión')",0
"but as to entering the channel , pencroft , contrary to ayrton 's opinion , could not believe that she would dare to attempt it .",13,"('opinion', 'opinion', 'opinión')",0
