text,ind,sense,label
"but after all , "" resumed the abbess , "" monsieur cardinal has perhaps plausible motives for acting thus ; and though she has the look of an angel , we must not always judge people by the appearance . """,21,"('though', 'quoique', 'aunque')",0
"athos , who still suffered grievously from his wound , though it had been dressed anew by m. de treville ’s surgeon , was seated on a post and waiting for his adversary with hat in hand , his feather even touching the ground .",10,"('though', 'quoique', 'aunque')",0
"but though they had a vehicle , the moving power was yet to be found .",1,"('though', 'si', 'si')",1
"they found him up , less pale than when d’artagnan left him after his first visit , and seated at a table on which , though he was alone , was spread enough for four persons . this dinner consisted of meats nicely dressed , choice wines , and superb fruit .",25,"('though', 'quoique', 'aunque')",0
"but though neb had been able to make his way into richmond , it was quite another thing to get out again , for the northern prisoners were very strictly watched .",1,"('though', 'si', 'aunque')",2
""" though hunting is forbidden , fishing is allowed , i suppose , "" said the sailor .",1,"('though', 'si', 'aunque')",2
"he started , and the prisoner saw that start -- for though her eyes were cast down , nothing escaped her .",11,"('though', 'quoique', 'aunque')",0
"and for the rest , though you have a man 's vigorous brain , you have a woman 's heart and -- it would not do . """,5,"('though', 'quoique', 'aunque')",0
"there was something terribly enthralling in the exercise of influence . no other activity was like it . to project one 's soul into some gracious form , and let it tarry there for a moment ; to hear one 's own intellectual views echoed back to one with all the added music of passion and youth ; to convey one 's temperament into another as though it were a subtle fluid or a strange perfume : there was a real joy in that -- perhaps the most satisfying joy left to us in an age so limited and vulgar as our own , an age grossly carnal in its pleasures , and grossly common in its aims ....",66,"('though', 'qu’', 'si')",3
"a bitter laugh of mockery broke from the lips of the younger man . "" you shall see it yourself , to - night ! "" he cried , seizing a lamp from the table . "" come : it is your own handiwork . why should n't you look at it ? you can tell the world all about it afterwards , if you choose . nobody would believe you . if they did believe you , they would like me all the better for it . i know the age better than you do , though you will prate about it so tediously . come , i tell you . you have chattered enough about corruption . now you shall look on it face to face . """,97,"('though', 'quoique', 'aunque')",0
"though the colonists had suffered from cold during their first winter , the bad season might now come without their having any reason to dread its severity .",0,"('though', 'si', 'si')",1
"there was no news of ayrton , and though the engineer and herbert still had some hopes of finding him again , their companions did not doubt but that the unfortunate man had perished .",8,"('though', 'si', 'si')",1
"from the 26th to the 30th i worked very hard in carrying all my goods to my new habitation , though some part of the time it rained exceedingly hard .",20,"('though', 'quoique', 'aunque')",0
""" dear basil ! i have not laid eyes on him for a week . it is rather horrid of me , as he has sent me my portrait in the most wonderful frame , specially designed by himself , and , though i am a little jealous of the picture for being a whole month younger than i am , i must admit that i delight in it . perhaps you had better write to him . i do n't want to see him alone . he says things that annoy me . he gives me good advice . """,42,"('though', 'quoique', 'aunque')",0
"_ n.b._—this wall being described before , i purposely omit what was said in the journal ; it is sufficient to observe , that i was no less time than from the 2nd of january to the 14th of april working , finishing , and perfecting this wall , though it was no more than about twenty - four yards in length , being a half - circle from one place in the rock to another place , about eight yards from it , the door of the cave being in the centre behind it .",49,"('though', 'quoique', 'aunque')",0
""" i can not do it , "" he said , mechanically , as though words could alter things .",14,"('though', 'si', 'si')",1
""" captain nemo , to my every objection you give such crushing answers , i 'm afraid to entertain a single doubt . however , though i have no choice but to accept both the rouquayrol and ruhmkorff devices , i 'd like to register some reservations about the rifle with which you 'll equip me . """,25,"('though', 'si', 'aunque')",2
"what was that loathsome red dew that gleamed , wet and glistening , on one of the hands , as though the canvas had sweated blood ? how horrible it was!--more horrible , it seemed to him for the moment , than the silent thing that he knew was stretched across the table , the thing whose grotesque misshapen shadow on the spotted carpet showed him that it had not stirred , but was still there , as he had left it .",20,"('though', 'si', 'si')",1
""" even though he has already made that clear ? """,2,"('though', 'quoique', 'aunque')",0
"after friday and i became more intimately acquainted , and that he could understand almost all i said to him , and speak pretty fluently , though in broken english , to me , i acquainted him with my own history , or at least so much of it as related to my coming to this place : how i had lived there , and how long ; i let him into the mystery , for such it was to him , of gunpowder and bullet , and taught him how to shoot . i gave him a knife , which he was wonderfully delighted with ; and i made him a belt , with a frog hanging to it , such as in england we wear hangers in ; and in the frog , instead of a hanger , i gave him a hatchet , which was not only as good a weapon in some cases , but much more useful upon other occasions .",26,"('though', 'quoique', 'aunque')",0
""" right , "" i said , carried away by the captain 's logic . "" even though the surface of the sea has solidified into ice , its lower strata are still open , thanks to that divine justice that puts the maximum density of salt water one degree above its freezing point . and if i 'm not mistaken , the submerged part of this ice bank is in a four - to - one ratio to its emerging part . """,17,"('though', 'si', 'si')",1
