text,ind,sense,label
"determined to put the advice of m. de treville in practice instantly , d’artagnan directed his course toward the rue des fossoyeurs , in order to superintend the packing of his valise .",14,"('direct', 'acheminer', 'encaminar')",0
was it not a direct menace against the work which he and his companions had till now conducted so successfully ?,4,"('direct', 'direct', 'directo')",1
"they entered the roadstead ; but as they drew near in order to cast anchor , a little cutter , looking like a coastguard formidably armed , approached the merchant vessel and dropped into the sea a boat which directed its course to the ladder .",39,"('direct', 'diriger', 'dirigir')",2
"i understood . this was the setting of that battle on october 22 , 1702 . here , in this very place , those galleons carrying treasure to the spanish government had gone to the bottom . here , whenever he needed , captain nemo came to withdraw these millions to ballast his nautilus . it was for him , for him alone , that america had yielded up its precious metals . he was the direct , sole heir to these treasures wrested from the incas and those peoples conquered by hernando cortez !",76,"('direct', 'direct', 'directo')",1
"gideon spilett , herbert , neb , and pencroft , skillfully directed by the engineer , had become most clever workmen .",11,"('direct', 'guider', 'guiar')",3
""" that is well ; do as i have directed you , then . """,9,"('direct', 'dire', 'pedir')",4
""" oh , it 's nothing really ! a route slightly less direct , that 's all . we 're leaving on the abraham lincoln . """,12,"('direct', 'direct', 'directo')",1
"from the turning which directed its course to the southwest , the river narrowed gradually and the channel lay between high banks , over which the trees formed a double arch .",4,"('direct', 'reporter', 'torcer')",5
"the king , attacked in a manner so direct , did not know what to answer ; and he thought that this was the moment for expressing the desire which he was not going to have made until the evening before the fete .",8,"('direct', 'directe', 'directo')",6
"in fact , the blow was direct and severe .",6,"('direct', 'direct', 'directo')",1
it was also the most direct way to reach the mountain .,5,"('direct', 'direct', 'directo')",1
"at sunrise all were on the shore at the extremity of the promontory , and their gaze was directed towards the horizon , of which two - thirds of the circumference were visible .",18,"('direct', 'porter', 'dirigir')",7
""" but your host behaves very well toward you , as it appears , my dear porthos , "" said d’artagnan , directing the sick man ’s attention to the full stewpans and the empty bottles .",22,"('direct', 'montrer', 'señalar')",8
"gideon spilett discussed these things with the engineer , and it was agreed that they should direct the attention of their companions to the strange character of certain incidents which had occurred on the island , and of which the last was the most unaccountable .",16,"('direct', 'attirer', 'acordar')",9
"this event had hastened the resolutions of the cardinal ; and till the king and he could take the command of the siege of la rochelle , which was determined , he had sent monsieur to direct the first operations , and had ordered all the troops he could dispose of to march toward the theater of war .",36,"('direct', 'diriger', 'dirigir')",2
i was now in the schoolroom ; adele was drawing ; i bent over her and directed her pencil .,16,"('direct', 'diriger', 'guiarle')",10
"m de treville , accompanied by the four young fellows , directed his course toward the louvre ; but to the great astonishment of the captain of the musketeers , he was informed that the king had gone stag hunting in the forest of st . germain .",11,"('direct', 'acheminer', 'encaminar')",0
"and with all the swiftness of his legs , already a little fatigued however , with the perambulations of the day , d’artagnan directed his course toward m. de treville ’s .",23,"('direct', 'diriger', 'dirigir')",2
"the parsee 's narrative only confirmed mr . fogg and his companions in their generous design . it was decided that the guide should direct the elephant towards the pagoda of pillaji , which he accordingly approached as quickly as possible . they halted , half an hour afterwards , in a copse , some five hundred feet from the pagoda , where they were well concealed ; but they could hear the groans and cries of the fakirs distinctly .",24,"('direct', 'diriger', 'conducir')",11
""" we are not much better off to - night . again , there was no direct connection between the hound and the man 's death . we never saw the hound . we heard it ; but we could not prove that it was running upon this man 's trail . there is a complete absence of motive . no , my dear fellow ; we must reconcile ourselves to the fact that we have no case at present , and that it is worth our while to run any risk in order to establish one . """,16,"('direct', 'direct', 'directo')",1
""" forward ! "" replied ayrton , bending to his oars and directing the boat towards the head of the cavern .",12,"('direct', 'pousser', 'empujar')",12
"here i saw his glance directed to my hands , which were folded on the table before me .",5,"('direct', 'diriger', 'buscar')",13
""" by sea , crossing the bay . that 's the most direct way . """,12,"('direct', 'rapide', 'rápido')",14
""" indeed , "" said the cardinal , "" whatever repugnance i may have to directing my mind to such a treason , your majesty compels me to think of it . madame de lannoy , whom , according to your majesty ’s command , i have frequently interrogated , told me this morning that the night before last her majesty sat up very late , that this morning she wept much , and that she was writing all day . """,15,"('direct', 'arrêter', 'detener')",15
