text,ind,sense,label
"herbert , pencroft , and neb resumed their ordinary occupations .",6,"('resume', 'reprendre', 'volver')",0
""" and now , "" resumed buckingham , looking earnestly at the young man , "" how shall i ever acquit myself of the debt i owe you ? """,5,"('resume', 'reprendre', 'proseguir')",1
"but after all , "" resumed the abbess , "" monsieur cardinal has perhaps plausible motives for acting thus ; and though she has the look of an angel , we must not always judge people by the appearance . """,5,"('resume', 'reprendre', 'proseguir')",1
""" listen , felton , "" resumed milady , "" for by the side of base and contemptible men there are often found great and generous natures .",6,"('resume', 'reprendre', 'proseguir')",1
""" however , "" resumed gideon spilett , "" you do not deny that some day the coal will be entirely consumed ? """,4,"('resume', 'reprendre', 'añadir')",2
"the captain had resumed his position on the divan , and leaning on his arm , he regarded the engineer , seated near him .",3,"('resume', 'reprendre', 'volver')",0
"he was about to make an observation to the guide , who without answering resumed his place at the head , and went on his way .",14,"('resume', 'reprendre', 'volver')",0
"oh , my dear d’artagnan , "" resumed aramis , giving to his voice a slight tone of bitterness , "" trust me !",7,"('resume', 'reprendre', 'proseguir')",1
""" gentlemen , "" resumed the newcomer , "" you are , as i am , in search of a woman who , "" added he , with a terrible smile , "" must have passed this way , for i see a corpse . """,4,"('resume', 'reprendre', 'proseguir')",1
""" i have a purpose in asking , "" resumed fix . "" is it absolutely necessary that you should be in new york on the 11th , before nine o'clock in the evening , the time that the steamer leaves for liverpool ? """,9,"('resume', 'reprendre', 'reponer')",3
""" i have told you this , good sir , "" resumed the host , "" in order that you may be on your guard . """,11,"('resume', 'reprendre', 'proseguir')",1
"after a few moments ' silence , during which i dared not question him , he resumed :",16,"('resume', 'reprendre', 'añadir')",2
""" mr . fogg 's wager , "" resumed fix , "" is only a pretext , of which you and the gentlemen of the reform are dupes . he had a motive for securing your innocent complicity . """,8,"('resume', 'reprendre', 'proseguir')",1
". . . . "" courage , "" resumed my uncle . "" do n't speak . listen to me . we have looked for you up the gallery and down the gallery . could not find you . i wept for you , my poor boy . at last , supposing you were still on the hansbach , we fired our guns . our voices are audible to each other , but our hands can not touch . but do n't despair , axel ! it is a great thing that we can hear each other . """,8,"('resume', 'reprendre', 'proseguir')",1
""" but the owners of the henrietta-- "" resumed phileas fogg .",8,"('resume', 'reprendre', 'reponer')",3
"as for me , i was n't exactly grief - stricken . i felt as if a heavy weight had been lifted from me , and i was able to resume my regular tasks in a state of comparative calm .",30,"('resume', 'reprendre', 'reanudar')",4
""" speak , madame ! "" resumed mme . bonacieux , with an energy of which she might not have been believed capable . "" have you been , or are you , his mistress ? """,6,"('resume', 'reprendre', 'proseguir')",1
"the result was that , thanks to these attentions , the stranger resumed a more human appearance , and it even seemed as if his eyes had become milder .",12,"('resume', 'reprendre', 'recobrar')",5
"the cloth of which the balloon - case was made was then cleaned by means of soda and potash , obtained by the incineration of plants , in such a way that the cotton , having got rid of the varnish , resumed its natural softness and elasticity ; then , exposed to the action of the atmosphere , it soon became perfectly white .",42,"('resume', 'reprendre', 'recobrar')",5
"consequently , above , below , and around the nautilus , there were impenetrable frozen walls . we were the ice bank 's prisoners ! the canadian banged a table with his fearsome fist . conseil kept still . i stared at the captain . his face had resumed its usual emotionlessness . he crossed his arms . he pondered . the nautilus did not stir .",48,"('resume', 'reprendre', 'recobrar')",5
"in essence , numerous fish had caught his eye , and when fish pass by , conseil vanishes into his world of classifying and leaves real life behind . in which case i could only tag along and resume our ichthyological research .",38,"('resume', 'reprendre', 'reanudar')",4
""" well ! "" resumed the citizen , "" well , monsieur , my wife was abducted yesterday morning , as she was coming out of her workroom . """,4,"('resume', 'reprendre', 'proseguir')",1
"the carriage , which had been stopped for a minute , resumed its way , passed through the crowd , threaded the rue st . honore , turned into the rue des bons enfants , and stopped before a low door .",11,"('resume', 'reprendre', 'proseguir')",1
""" we should only be three , one of whom is wounded , with the addition of a boy , "" resumed athos ; "" and yet it will not be the less said we were four men . """,21,"('resume', 'reprendre', 'proseguir')",1
""" here is the story , monseigneur , "" resumed the trembling host ; "" for i now recollect you . it was you who rode off at the moment i had that unfortunate difference with the gentleman you speak of . """,9,"('resume', 'reprendre', 'proseguir')",1
