text,ind,sense,label
"phileas fogg got up , took his hat in his left hand , put it on his head with an automatic motion , and went off without a word .",5,"('take', 'prendre', 'tomar')",0
""" what nonsense you talk ! "" said lord henry , smiling , and taking hallward by the arm , he almost led him into the house .",14,"('take', 'prendre', 'tomar')",0
""" i have no horse , "" said d’artagnan ; "" but that is of no consequence , i can take one of monsieur de treville ’s . """,20,"('take', 'prendre', 'coger')",1
"then the professor took the book and the parchment , and diligently compared them together .",3,"('take', 'prendre', 'tomar')",0
"my uncle raised his spectacles , took up a strong lens , and carefully examined the blank pages of the book . on the front of the second , the title - page , he noticed a sort of stain which looked like an ink blot . but in looking at it very closely he thought he could distinguish some half - effaced letters . my uncle at once fastened upon this as the centre of interest , and he laboured at that blot , until by the help of his microscope he ended by making out the following runic characters which he read without difficulty .",6,"('take', 'prendre', 'tomar')",0
"mr . fogg was quite ready . under his arm might have been observed a red - bound copy of bradshaw 's continental railway steam transit and general guide , with its timetables showing the arrival and departure of steamers and railways . he took the carpet - bag , opened it , and slipped into it a goodly roll of bank of england notes , which would pass wherever he might go .",44,"('take', 'prendre', 'tomar')",0
"fix took up a position , and carefully examined each face and figure which made its appearance . presently one of the passengers , after vigorously pushing his way through the importunate crowd of porters , came up to him and politely asked if he could point out the english consulate , at the same time showing a passport which he wished to have visaed . fix instinctively took the passport , and with a rapid glance read the description of its bearer . an involuntary motion of surprise nearly escaped him , for the description in the passport was identical with that of the bank robber which he had received from scotland yard .",68,"('take', 'prendre', 'tomar')",0
"the consul did not finish his sentence , for as he spoke a knock was heard at the door , and two strangers entered , one of whom was the servant whom fix had met on the quay . the other , who was his master , held out his passport with the request that the consul would do him the favour to visa it . the consul took the document and carefully read it , whilst fix observed , or rather devoured , the stranger with his eyes from a corner of the room .",68,"('take', 'prendre', 'tomar')",0
"following pencroft 's advice , it appeared best to take the road already traversed through the forest , and to return by another route .",9,"('take', 'prendre', 'tomar')",0
"lord henry looked over at mr . erskine . "" humanity takes itself too seriously . it is the world 's original sin . if the caveman had known how to laugh , history would have been different . """,11,"('take', 'prendre', 'tomar')",0
"passepartout was now plunged into absorbing reverie . up to his arrival at bombay , he had entertained hopes that their journey would end there ; but , now that they were plainly whirling across india at full speed , a sudden change had come over the spirit of his dreams . his old vagabond nature returned to him ; the fantastic ideas of his youth once more took possession of him . he came to regard his master 's project as intended in good earnest , believed in the reality of the bet , and therefore in the tour of the world and the necessity of making it without fail within the designated period . already he began to worry about possible delays , and accidents which might happen on the way . he recognised himself as being personally interested in the wager , and trembled at the thought that he might have been the means of losing it by his unpardonable folly of the night before . being much less cool - headed than mr . fogg , he was much more restless , counting and recounting the days passed over , uttering maledictions when the train stopped , and accusing it of sluggishness , and mentally blaming mr . fogg for not having bribed the engineer . the worthy fellow was ignorant that , while it was possible by such means to hasten the rate of a steamer , it could not be done on the railway .",68,"('take', 'prendre', 'tomar')",0
"this event had hastened the resolutions of the cardinal ; and till the king and he could take the command of the siege of la rochelle , which was determined , he had sent monsieur to direct the first operations , and had ordered all the troops he could dispose of to march toward the theater of war .",17,"('take', 'prendre', 'tomar')",0
"d’artagnan took his hat , examined the hole made by the ball , and shook his head .",1,"('take', 'prendre', 'coger')",1
"since he was in doubt , it was best to take precautions against a possible descent of neighboring natives .",10,"('take', 'prendre', 'tomar')",0
"one of them took his gun by the barrel , and used it as he would a club . he aimed a terrible blow at d’artagnan , who avoided it by springing to one side ; but by this movement he left a passage free to the bandit , who darted off toward the bastion .",3,"('take', 'prendre', 'coger')",1
"the _ valkyria _ kept at some distance from the coast , taking a westerly course amidst great shoals of whales and sharks . soon we came in sight of an enormous perforated rock , through which the sea dashed furiously . the westman islets seemed to rise out of the ocean like a group of rocks in a liquid plain . from that time the schooner took a wide berth and swept at a great distance round cape rejkianess , which forms the western point of iceland .",67,"('take', 'prendre', 'tomar')",0
"the station at allahabad was reached about ten o'clock , and , the interrupted line of railway being resumed , would enable them to reach calcutta in less than twenty - four hours . phileas fogg would thus be able to arrive in time to take the steamer which left calcutta the next day , october 25th , at noon , for hong kong .",45,"('take', 'prendre', 'tomar')",0
"d’artagnan took the soldier ’s arquebus , made him go on before him , and urged him toward his companion by pricking him behind with his sword .",1,"('take', 'prendre', 'coger')",1
"she laughed and took his arm . "" you dear old jim , you talk as if you were a hundred . some day you will be in love yourself . then you will know what it is . do n't look so sulky . surely you should be glad to think that , though you are going away , you leave me happier than i have ever been before . life has been hard for us both , terribly hard and difficult . but it will be different now . you are going to a new world , and i have found one . here are two chairs ; let us sit down and see the smart people go by . """,3,"('take', 'prendre', 'tomar')",0
"but the next day , by taking the exact hour of the rising and setting of the sun , and by marking its position between this rising and setting , he reckoned to fix the north of the island exactly , for , in consequence of its situation in the southern hemisphere , the sun , at the precise moment of its culmination , passed in the north and not in the south , as , in its apparent movement , it seems to do , to those places situated in the northern hemisphere .",6,"('take', 'prendre', 'tomar')",0
"the pleasure of riding on horseback over an unknown country made me easy to be pleased at our first start . i threw myself wholly into the pleasure of the trip , and enjoyed the feeling of freedom and satisfied desire . i was beginning to take a real share in the enterprise .",46,"('take', 'prendre', 'tomar')",0
"he winced and , taking up from the table an oval glass framed in ivory cupids , one of lord henry 's many presents to him , glanced hurriedly into its polished depths . no line like that warped his red lips . what did it mean ?",4,"('take', 'prendre', 'tomar')",0
"lord henry walked across the room , and sitting down by dorian gray , took both his hands in his own and held them tightly . "" dorian , "" he said , "" my letter -- don't be frightened -- was to tell you that sibyl vane is dead . """,14,"('take', 'prendre', 'tomar')",0
"i obeyed like an automaton . coming out from the priest 's house , the professor took a straight road , which , through an opening in the basaltic wall , led away from the sea . we were soon in the open country , if one may give that name to a vast extent of mounds of volcanic products . this tract seemed crushed under a rain of enormous ejected rocks of trap , basalt , granite , and all kinds of igneous rocks .",16,"('take', 'prendre', 'tomar')",0
""" no . i have missed the carnatic , and i must get to yokohama by the 14th at the latest , to take the boat for san francisco . """,23,"('take', 'prendre', 'tomar')",0
""" pilot , "" said mr . fogg , "" i must take the american steamer at yokohama , and not at shanghai or nagasaki . """,12,"('take', 'prendre', 'tomar')",0
"when supper was finished , before sleeping , harding and his companions went to take the air on the beach .",14,"('take', 'prendre', 'tomar')",0
"john bunsby , master , at length gave the order to start , and the tankadere , taking the wind under her brigantine , foresail , and standing - jib , bounded briskly forward over the waves .",17,"('take', 'prendre', 'tomar')",0
"this instrument finished , the engineer returned to the beach , but as it was necessary to take the height of the pole from above a clear horizon , that is , a sea horizon , and as claw cape hid the southern horizon , he was obliged to look for a more suitable station .",17,"('take', 'prendre', 'tomar')",0
"a brisk breeze arose about ten o'clock ; but , though it might have been prudent to take in a reef , the pilot , after carefully examining the heavens , let the craft remain rigged as before . the tankadere bore sail admirably , as she drew a great deal of water , and everything was prepared for high speed in case of a gale .",17,"('take', 'prendre', 'tomar')",0
"i do n't suppose the maddest geologist under such circumstances would have studied the nature of the rocks that we were passing . i am sure i did trouble my head about them . pliocene , miocene , eocene , cretaceous , jurassic , triassic , permian , carboniferous , devonian , silurian , or primitive was all one to me . but the professor , no doubt , was pursuing his observations or taking notes , for in one of our halts he said to me :",74,"('take', 'prendre', 'tomar')",0
"his eye fell on the yellow book that lord henry had sent him . what was it , he wondered . he went towards the little , pearl - coloured octagonal stand that had always looked to him like the work of some strange egyptian bees that wrought in silver , and taking up the volume , flung himself into an arm - chair and began to turn over the leaves . after a few minutes he became absorbed . it was the strangest book that he had ever read . it seemed to him that in exquisite raiment , and to the delicate sound of flutes , the sins of the world were passing in dumb show before him . things that he had dimly dreamed of were suddenly made real to him . things of which he had never dreamed were gradually revealed .",52,"('take', 'prendre', 'tomar')",0
"the engineer then took a flat stone which he had brought back from one of his previous excursions , a sort of slate , on which it was easy to trace figures with a sharp shell .",3,"('take', 'prendre', 'tomar')",0
"so saying , my uncle took in one hand ruhmkorff 's apparatus , which was hanging from his neck ; and with the other he formed an electric communication with the coil in the lantern , and a sufficiently bright light dispersed the darkness of the passage .",5,"('take', 'prendre', 'tomar')",0
"shall we take some for breakfast ? """,2,"('take', 'prendre', 'tomar')",0
"athos , who had not lost a word of the conversation , took his two companions by the hand , and led them to the other end of the room .",12,"('take', 'prendre', 'coger')",1
but this error would not influence the determination which it was necessary to take .,13,"('take', 'prendre', 'tomar')",0
"as soon as he was alone , he lit a cigarette and began sketching upon a piece of paper , drawing first flowers and bits of architecture , and then human faces . suddenly he remarked that every face that he drew seemed to have a fantastic likeness to basil hallward . he frowned , and getting up , went over to the book - case and took out a volume at hazard . he was determined that he would not think about what had happened until it became absolutely necessary that he should do so .",67,"('take', 'prendre', 'tomar')",0
"athos took the paper , returned the pistol to his belt , approached the lamp to be assured that it was the paper , unfolded it , and read : dec . 3 , 1627",1,"('take', 'prendre', 'coger')",1
then i saw him take the flask that was hanging at his side . to my amazement he placed it on my lips .,4,"('take', 'prendre', 'coger')",1
""" monsieur athos , "" said richelieu , "" receive my thanks for the good guard you have kept . gentlemen , we are arrived ; take the gate on the left . the watchword is , ’ king and re . ’ """,26,"('take', 'prendre', 'tomar')",0
"such was the road to be traversed in seven days , which would enable phileas fogg -- at least , so he hoped -- to take the atlantic steamer at new york on the 11th for liverpool .",25,"('take', 'prendre', 'tomar')",0
"the same look of pity came into dorian gray 's eyes . then he stretched out his hand , took a piece of paper , and wrote something on it . he read it over twice , folded it carefully , and pushed it across the table . having done this , he got up and went over to the window .",19,"('take', 'prendre', 'tomar')",0
"passepartout , about nine o'clock , went out upon the platform to take the air . the weather was cold , the heavens grey , but it was not snowing . the sun 's disc , enlarged by the mist , seemed an enormous ring of gold , and passepartout was amusing himself by calculating its value in pounds sterling , when he was diverted from this interesting study by a strange - looking personage who made his appearance on the platform .",12,"('take', 'prendre', 'tomar')",0
"this personage , who had taken the train at elko , was tall and dark , with black moustache , black stockings , a black silk hat , a black waistcoat , black trousers , a white cravat , and dogskin gloves . he might have been taken for a clergyman . he went from one end of the train to the other , and affixed to the door of each car a notice written in manuscript .",5,"('take', 'prendre', 'tomar')",0
""" no , alan , you must not leave the house . write out on a sheet of notepaper what you want and my servant will take a cab and bring the things back to you . "" campbell scrawled a few lines , blotted them , and addressed an envelope to his assistant . dorian took the note up and read it carefully . then he rang the bell and gave it to his valet , with orders to return as soon as possible and to bring the things with him .",56,"('take', 'prendre', 'tomar')",0
"d’artagnan , who was accustomed to his friend ’s manner of acting , and who perceived immediately , by a word , a gesture , or a sign from him , that the circumstances were serious , took athos ’s arm , and went out without saying anything . porthos followed , chatting with aramis .",37,"('take', 'prendre', 'coger')",1
"other instruments , of course roughly fashioned , were also manufactured ; blades for planes , axes , hatchets , pieces of steel to be transformed into saws , chisels ; then iron for spades , pickaxes , hammers , nails , etc . at last , on the 5th of may , the metallic period ended , the smiths returned to the chimneys , and new work would soon authorize them to take a fresh title .",73,"('take', 'prendre', 'tomar')",0
""" besides , "" added cyrus harding , who this day was talking of these things with his companions , "" we have some precautions to take . """,26,"('take', 'prendre', 'tomar')",0
""" she is still décolletée , "" he answered , taking an olive in his long fingers ; "" and when she is in a very smart gown she looks like an édition de luxe of a bad french novel . she is really wonderful , and full of surprises . her capacity for family affection is extraordinary . when her third husband died , her hair turned quite gold from grief . """,10,"('take', 'prendre', 'coger')",1
"grimaud understood that it was to be a breakfast on the grass , took the basket , packed up the viands , added the bottles , and then took the basket on his arm .",13,"('take', 'prendre', 'coger')",1
"grimaud understood that it was to be a breakfast on the grass , took the basket , packed up the viands , added the bottles , and then took the basket on his arm .",28,"('take', 'prendre', 'coger')",1
"he rose and took the lamp . i followed him . he moved towards the wall . i looked on . he applied his ear against the dry stone , and moved it slowly to and fro , listening intently . i perceived at once that he was examining to find the exact place where the torrent could be heard the loudest . he met with that point on the left side of the tunnel , at three feet from the ground .",3,"('take', 'prendre', 'tomar')",0
"and bowing to all the astonished persons present , the young men took the road to the bastion st . gervais , followed by grimaud , who carried the basket , ignorant of where he was going but in the passive obedience which athos had taught him not even thinking of asking .",12,"('take', 'prendre', 'tomar')",0
"athos took a pistol from his belt , looked to see if it was properly primed , cocked it , and placed the muzzle close to grimaud ’s ear .",1,"('take', 'prendre', 'coger')",1
athos then made him a sign to take up his basket and to walk on first .,7,"('take', 'prendre', 'coger')",1
"then , swallowing the contents of his glass , which he put down close to him , athos arose carelessly , took the musket next to him , and drew near to one of the loopholes .",21,"('take', 'prendre', 'coger')",1
"so reasoned the detective , while the hours crept by all too slowly . he did not know what to do . sometimes he was tempted to tell aouda all ; but he could not doubt how the young woman would receive his confidences . what course should he take ? he thought of pursuing fogg across the vast white plains ; it did not seem impossible that he might overtake him . footsteps were easily printed on the snow ! but soon , under a new sheet , every imprint would be effaced .",49,"('take', 'prendre', 'tomar')",0
"meanwhile the passengers and some of the wounded , among them colonel proctor , whose injuries were serious , had taken their places in the train . the buzzing of the over - heated boiler was heard , and the steam was escaping from the valves . the engineer whistled , the train started , and soon disappeared , mingling its white smoke with the eddies of the densely falling snow .",20,"('take', 'prendre', 'tomar')",0
"the captain , who was really alarmed , did not know what course to take . should he send another detachment to the rescue of the first ? should he sacrifice more men , with so few chances of saving those already sacrificed ? his hesitation did not last long , however . calling one of his lieutenants , he was on the point of ordering a reconnaissance , when gunshots were heard . was it a signal ? the soldiers rushed out of the fort , and half a mile off they perceived a little band returning in good order .",14,"('take', 'prendre', 'tomar')",0
"now you have done , grimaud , take our brigadier ’s half - pike , tie a napkin to it , and plant it on top of our bastion , that these rebels of rochellais may see that they have to deal with brave and loyal soldiers of the king . """,7,"('take', 'prendre', 'tomar')",0
"at eight o'clock the sledge was ready to start . the passengers took their places on it , and wrapped themselves up closely in their travelling - cloaks . the two great sails were hoisted , and under the pressure of the wind the sledge slid over the hardened snow with a velocity of forty miles an hour .",12,"('take', 'prendre', 'tomar')",0
"the settlers went to the chimneys to take some pickaxes , iron - tipped spears , string made of fibers , flint and steel ; they then returned to the plateau , top accompanying them .",7,"('take', 'prendre', 'tomar')",0
""" grimaud , "" said athos , pointing to the bodies which lay under the wall of the bastion , "" take those gentlemen , set them up against the wall , put their hats upon their heads , and their guns in their hands . """,21,"('take', 'prendre', 'coger')",1
""" we do n't know who he is , sir . that is what i took the liberty of coming to you about . """,15,"('take', 'prendre', 'tomar')",0
"phileas fogg took a chair , and sat down near the fireplace , opposite aouda . no emotion was visible on his face . fogg returned was exactly the fogg who had gone away ; there was the same calm , the same impassibility .",2,"('take', 'prendre', 'tomar')",0
