text,sense,label,ind,new_label
"as to the powder , of which there was about fifty pounds in the barrel , a small supply of it had to be taken , but the engineer hoped to manufacture an explosive substance which would allow them to husband it .","('supply', 'provision', 'provisión')",0,18,0
""" unfortunately , "" i said , "" this pasta wo n't stay fresh , so it seems pointless to make a supply for on board . ""","('supply', 'provision', 'provisión')",0,22,0
"naturally enough , the canadian wanted to lay in a supply of honey , and it would have been ill - mannered of me to say no . he mixed sulfur with some dry leaves , set them on fire with a spark from his tinderbox , and proceeded to smoke the bees out . little by little the buzzing died down and the disemboweled hive yielded several pounds of sweet honey . ned land stuffed his haversack with it .","('supply', 'provision', 'provisión')",0,10,0
"three - quarters of an hour later , we had completed our circular stroll and were back on board . just then the crewmen finished loading the sodium supplies , and the nautilus could have departed immediately . but captain nemo gave no orders . would he wait for nightfall and exit through his underwater passageway in secrecy ? perhaps . be that as it may , by the next day the nautilus had left its home port and was navigating well out from any shore , a few meters beneath the waves of the atlantic .","('supply', 'provision', 'provisión')",0,28,0
""" the old gentleman with the telescope , no doubt . i could not make it out when first i saw the light flashing upon the lens . "" he rose and peeped into the hut . "" ha , i see that cartwright has brought up some supplies . what 's this paper ? so you have been to coombe tracey , have you ? ""","('supply', 'provision', 'provisión')",0,48,0
"pencroft and herbert , after having taken the precaution of collecting an ample supply of lithodomes , with which they filled their pockets and handkerchiefs , regained the foot of the cliff .","('supply', 'provision', 'provisión')",0,13,0
""" professor , you know as well as i do that a man can live underwater so long as he carries with him his own supply of breathable air . for underwater work projects , the workman wears a waterproof suit with his head imprisoned in a metal capsule , while he receives air from above by means of force pumps and flow regulators . ""","('supply', 'provision', 'provisión')",0,25,0
"after its fishing was finished and its air supply renewed , i thought the nautilus would resume its underwater excursion , and i was getting ready to return to my stateroom , when captain nemo turned to me and said without further preamble :","('supply', 'provision', 'provisión')",0,8,0
"here i stayed about twenty days , left them supplies of all necessary things , and particularly of arms , powder , shot , clothes , tools , and two workmen , which i had brought from england with me , viz . a carpenter and a smith .","('supply', 'provision', 'provisión')",0,9,0
""" now , "" said he , "" we will replenish our supply of water with the rain which the storm has left in all these granite basins ; therefore we shall have no reason to fear anything from thirst . as for the raft , i will recommend hans to do his best to repair it , although i do n't expect it will be of any further use to us . ""","('supply', 'provision', 'provisión')",0,12,0
"among other fowl i noted some sheathbills from the wading - bird family , the size of pigeons , white in color , the beak short and conical , the eyes framed by red circles . conseil laid in a supply of them , because when they 're properly cooked , these winged creatures make a pleasant dish . in the air there passed sooty albatross with four - meter wingspans , birds aptly dubbed "" vultures of the ocean , "" also gigantic petrels including several with arching wings , enthusiastic eaters of seal that are known as quebrantahuesos , and cape pigeons , a sort of small duck , the tops of their bodies black and white -- in short , a whole series of petrels , some whitish with wings trimmed in brown , others blue and exclusive to these antarctic seas , the former "" so oily , "" i told conseil , "" that inhabitants of the faroe islands simply fit the bird with a wick , then light it up . ""","('supply', 'provision', 'provisión')",0,40,0
