text,sense,label,ind,new_label
"he turned round , and leaning upon his elbow , began to sip his chocolate . the mellow november sun came streaming into the room . the sky was bright , and there was a genial warmth in the air . it was almost like a morning in may .","('may', 'mai', 'mayar')",0,48,0
"other instruments , of course roughly fashioned , were also manufactured ; blades for planes , axes , hatchets , pieces of steel to be transformed into saws , chisels ; then iron for spades , pickaxes , hammers , nails , etc . at last , on the 5th of may , the metallic period ended , the smiths returned to the chimneys , and new work would soon authorize them to take a fresh title .","('may', 'mai', 'mayar')",0,51,0
"it was the 6th of may , a day which corresponds to the 6th of november in the countries of the northern hemisphere .","('may', 'mai', 'mayar')",0,5,0
"the next day , the 7th of may , harding and gideon spilett , leaving neb to prepare breakfast , climbed prospect heights , while herbert and pencroft ascended by the river , to renew their store of wood .","('may', 'mai', 'mayar')",0,7,0
"the next day , the 8th of may , the engineer began his manipulations .","('may', 'mai', 'mayar')",0,7,0
"all this was finished about the 18th of may , nearly at the time when the chemical transformation terminated .","('may', 'mai', 'mayar')",0,8,0
"the operation was successfully completed , and on the 20th of may , twelve days after commencing it , the engineer was the possessor of the agent which later he hoped to use in so many different ways .","('may', 'mai', 'mayar')",0,11,0
on the 31st of may the partitions were finished .,"('may', 'mai', 'mayar')",0,4,0
"april advanced to may : a bright serene may it was ; days of blue sky , placid sunshine , and soft western or southern gales filled up its duration .","('may', 'mai', 'mayar')",0,3,0
"but what the colonists could not do for themselves chance did for them , and on the 3rd of may shouts from neb , who had stationed himself at the kitchen window , announced that the whale was stranded on the beach of the island .","('may', 'mai', 'mayar')",0,19,0
"pencroft worked with unparalleled ardor , and only a sturdy frame could have borne such fatigue ; but his companions were preparing in secret a reward for his labors , and on the 31st of may he was to meet with one of the greatest joys of his life .","('may', 'mai', 'mayar')",0,35,0
"i reached the lodge at gateshead about five o'clock in the afternoon of the first of may : i stepped in there before going up to the hall . it was very clean and neat : the ornamental windows were hung with little white curtains ; the floor was spotless ; the grate and fire - irons were burnished bright , and the fire burnt clear . bessie sat on the hearth , nursing her last - born , and robert and his sister played quietly in a corner .","('may', 'mai', 'mayar')",0,16,0
the month of november in this latitude corresponds to the month of may in the northern zones .,"('may', 'mai', 'mayar')",0,12,0
"about the 15th of may the keel of the new vessel lay along the dockyard , and soon the stem and stern - post , mortised at each of its extremities , rose almost perpendicularly .","('may', 'mai', 'mayar')",0,4,0
"m. de treville had intimated to them his majesty ’s fixed intention to open the campaign on the first of may , and they must immediately prepare their outfits .","('may', 'mai', 'mayar')",0,20,0
"looking down on this very scene , there stood upon the fourth of may , eighteen hundred and forty - seven , a solitary traveller . his appearance was such that he might have been the very genius or demon of the region . an observer would have found it difficult to say whether he was nearer to forty or to sixty . his face was lean and haggard , and the brown parchment - like skin was drawn tightly over the projecting bones ; his long , brown hair and beard were all flecked and dashed with white ; his eyes were sunken in his head , and burned with an unnatural lustre ; while the hand which grasped his rifle was hardly more fleshy than that of a skeleton . as he stood , he leaned upon his weapon for support , and yet his tall figure and the massive framework of his bones suggested a wiry and vigorous constitution . his gaunt face , however , and his clothes , which hung so baggily over his shrivelled limbs , proclaimed what it was that gave him that senile and decrepit appearance . the man was dying — dying from hunger and from thirst .","('may', 'mai', 'mayar')",0,13,0
"the storm burst during the daytime of may 13 , just as the nautilus was cruising abreast of long island , a few miles from the narrows to upper new york bay . i 'm able to describe this struggle of the elements because captain nemo did n't flee into the ocean depths ; instead , from some inexplicable whim , he decided to brave it out on the surface .","('may', 'mai', 'mayar')",0,7,0
"there the ocean floor formed a valley 120 kilometers wide , into which you could fit mt . blanc without its summit poking above the surface of the waves . this valley is closed off to the east by a sheer wall 2,000 meters high . we arrived there on may 28 , and the nautilus lay no farther than 150 kilometers from ireland . would captain nemo head up north and beach us on the british isles ? no . much to my surprise , he went back down south and returned to european seas . as we swung around the emerald isle , i spotted cape clear for an instant , plus the lighthouse on fastnet rock that guides all those thousands of ships setting out from glasgow or liverpool .","('may', 'mai', 'mayar')",0,50,0
