text,sense,label,ind,new_label
"two hours passed away . milady ’s supper was brought in , and she was found deeply engaged in saying her prayers aloud -- prayers which she had learned of an old servant of her second husband , a most austere puritan .","('hour', 'heure', 'hora')",0,1,0
"she started as if she had seen a ghost : i calmed her . to her hurried "" is it really you , miss , come at this late hour to this lonely place ? "" i answered by taking her hand ; and then i followed her into the kitchen , where john now sat by a good fire .","('hour', 'heure', 'hora')",0,29,0
"an hour after , her table was cleared ; but milady remarked that this time felton did not accompany the soldiers .","('hour', 'heure', 'hora')",0,1,0
"phileas fogg was seated squarely in his armchair , his feet close together like those of a grenadier on parade , his hands resting on his knees , his body straight , his head erect ; he was steadily watching a complicated clock which indicated the hours , the minutes , the seconds , the days , the months , and the years . at exactly half - past eleven mr . fogg would , according to his daily habit , quit saville row , and repair to the reform .","('hour', 'heure', 'hora')",0,46,0
"she allowed , therefore , half an hour to pass away ; and as at that moment all was silence in the old castle , as nothing was heard but the eternal murmur of the waves -- that immense breaking of the ocean -- with her pure , harmonious , and powerful voice , she began the first couplet of the psalm then in great favor with the puritans :","('hour', 'demi-heure', 'hora')",1,7,1
"i took him to the rue payenne , to exactly the same spot where , a year before , at the very same hour , he had paid me the compliment i have related to you .","('hour', 'heure', 'hora')",0,23,0
"after working an hour , pencroft , who was in a complete state of perspiration , threw down the pieces of wood in disgust .","('hour', 'heure', 'hora')",0,3,0
"athos and d’artagnan , with the activity of two soldiers and the knowledge of two connoisseurs , hardly required three hours to purchase the entire equipment of the musketeer .","('hour', 'heure', 'hora')",0,20,0
all these ideas and a thousand others assaulted me at the same time . in these strange circumstances the scope for conjecture was unlimited . i felt an unbearable queasiness . this day of waiting seemed endless . the hours struck too slowly to keep up with my impatience .,"('hour', 'heure', 'hora')",0,39,0
the hour spent at millcote was a somewhat harassing one to me .,"('hour', 'heure', 'hora')",0,1,0
"a half hour afterward , d’artagnan returned with the two thousand livres , and without having met with any accident .","('hour', 'demi-heure', 'hora')",1,2,1
"the two young men bowed and separated , aramis ascending the street which led to the luxembourg , while d’artagnan , perceiving the appointed hour was approaching , took the road to the carmes - deschaux , saying to himself , "" decidedly i ca n’t draw back ; but at least , if i am killed , i shall be killed by a musketeer . ""","('hour', 'heure', 'hora')",0,24,0
"but soon the flow completely failed them , either the tide was going down , and it was about the hour , or it could no longer be felt at this distance from the mouth of the mercy .","('hour', 'heure', 'hora')",0,20,0
""" all right then ! imagine this weapon to be ten times stronger and the animal ten times more powerful , launch it at a speed of twenty miles per hour , multiply its mass times its velocity , and you get just the collision we need to cause the specified catastrophe .","('hour', 'heure', 'hora')",0,30,0
